F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-Thread,F16-JMeterProperty,F16-X509Certificate[],F16-AssertionResult,F16-long,F16-PreparedStatement,F16-NA,F16-CollectionProperty,F16-void,F16-int,F16-boolean,F16-PasswordAuthentication,F16-String,F16-Subject,F16-ParamMask,F16-HttpResponse,F16-Class<?>,F16-CookieManager,F16-List<HTTPSamplerBase>,F3-NA,F3-HttpRequestBase,F3-JMeterTreeNode,F3-StringProperty,F3-CollectionProperty,F3-TestElementProperty,F3-GenericController,F3-HashTree,F3-byte[],F3-boolean,F3-Object,F3-MenuIcon,F3-JMeterFileFilter,F3-String,F3-long,F3-InterleaveControl.IGNORE_SUB_CONTROLLERS,F3-int,F3-Node,F3-String[],F3-Arguments,F7--,F7-++,F7-+=,F7-NA,F7-+,F12-long,F12-Integer,F12-int,F12-RemoteThreadsListener,F12-Object,F12-LinkedList<LoopIterationListener>,F12-NA,F12-ThreadLocal<Long>,F12-boolean,F12-JTextField,F12-Logger,F12-String,F12-SamplingStatCalculator,F12-JTree,F12-double,F12-Random,F12-JTextArea,F12-RemoteSampleListener,F12-Set<String>,F12-BeanInfo,F17-static,F17-final,F17-NA,F2-StringBuilder,F2-NA,F2-JTextComponent,F2-Entry<Object Object>,F2-AbstractVisualizer,F2-AbstractButton,F2-ExecutorService,F2-Matcher,F2-AnnotatedTestCase,F2-String,F2-HashTree,F2-MailerModel,F2-Element,F2-Long,F2-SaveService,F2-System,F2-Authorization,F2-Attribute,F2-Statement,F2-File,F6-java.util.Random,F6-java.util.zip.GZIPInputStream,F6-java.io.ByteArrayOutputStream,F6-NA,F6-org.apache.jmeter.protocol.jms.sampler.CollectionProperty,F6-org.apache.jmeter.config.StringProperty,F6-java.io.InputStreamReader,F6-org.apache.jmeter.protocol.http.modifier.TestElementProperty,F6-org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase.CleanerThread,F6-java.io.PrintWriter,F6-java.io.File,F6-java.lang.String,F6-java.io.OutputStreamWriter,F6-java.lang.StringBuilder,F6-org.apache.jmeter.protocol.http.util.CollectionProperty,F6-org.apache.jmeter.protocol.http.sampler.DefaultHttpRequestRetryHandler,F6-java.util.Date,F6-org.apache.jmeter.testelement.property.StringProperty,F6-org.apache.jmeter.config.CollectionProperty,F6-java.io.BufferedReader,F13-private,F13-NA,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-cloneTree,F1-setResponseData,F1-NA,F1-setStyle,F1-setProperty,F1-trim,F1-getInstance,F1-getPropDefault,F1-getLoggerForClass,F1-addComponent,F1-debug,F1-execute,F1-valueOf,F1-setSelected,F1-promptToSaveFile,F1-setDelay,F1-getKey,F1-exit,F1-setText,F1-setArguments,F5-java.util.zip.InflaterInputStream,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.io.OutputStreamWriter,F5-java.util.AbstractSequentialList,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-javax.swing.JToggleButton,F5-javax.swing.Timer,F5-java.io.InputStreamReader,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.util.AbstractSet,F9-label,F9-xAxisLabels,F9-startTime,F9-samplerLabel,F9-color,F9-time,F9-backColor,F9-chkBox,F9-yAxisLabel,F9-NA,F9-lineColor,F9-random,F9-keyStore,F9-md5HexInput,F9-length,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-ExecutorService,F4-String[],F4-Integer,F4-Container,F4-boolean,F4-File[],F4-Future,F4-long,F4-JMeterProperty,F4-JTextField,F4-Object,F4-void,F4-List,F4-StringBuilder,F4-Long,F4-String,F4-int,F4-JButton,F4-CallableStatement,F8-SSLManager,F8-RespTimeGraphLineBean,F8-BarGraph,F8-RespTimeGraphChart,F8-RespTimeGraphDataBean,F8-RandomTimer,F8-NA,F8-MD5HexAssertionGUI,F8-AxisGraph,F8-LineGraph,F11-ALWAYS_ENCODE,F11-APPLIABLE_CONFIG_CLASSES,F11-compareContent,F11-NA,F11-log,F11-firstTime,F11-ZERO,F11-LOCK,F11-maxThroughput,F11-CONDITION,F11-USE_GROUP_NAME,F11-pct2Label,F11-serialVersionUID,F11-listener,F11-TEXT_HTML,F11-sumOfSquares,F11-CLEAR,F11-rand,F11-CONNECTOR_PREFIX_DEFAULT,F11-loopCount,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-dev-null@apache.org,F71-mblankestijn@apache.org,F71-fschumacher@apache.org,F71-jsalvata@apache.org,F71-dims@apache.org,F71-jeremy_a@apache.org,F71-seade@apache.org,F71-oros@apache.org,F71-woolfel@apache.org,F71-pmouawad@apache.org,F71-alf@apache.org,F71-fschumacher@unknown,F71-milamber@apache.org,F71-thads@apache.org,F71-rjung@apache.org,F71-sebb@apache.org,F71-mstover1@apache.org,F71-undera@apache.org,F71-pmouawad@unknown,F74,F73,F84,F146,category
4848,org/apache/jmeter/protocol/http/util/accesslog,org/apache/jmeter/protocol/http/util/accesslog/TCLogParser.java,945,True,6,25,569,1,0,114,2,10,0.574358974359,262,280,1.06870229008,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,STYLE,0.00490196078431,RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT,17,2,1,0.0276162790698,0.00872093023256,0.00145348837209,-1.0,0.333333333333,0.010582010582,0.386363636364,0.433865447799,-0.333333333333,0.183006535948,0.16339869281,0.433865447799,-0.684210526316,-1.0,46,10232,4274,13078,0,0.0,0,0,0,0,0.0,1232,165,11,1408,0,1067,0,0.0590340374959,0,2871,0,600,24,0,3495,2271,0.0351944248504,380,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,3225,14044,334,3179,1
4848,org/apache/jmeter/protocol/http/util/accesslog,org/apache/jmeter/protocol/http/util/accesslog/TCLogParser.java,945,True,0,25,569,1,4,114,1,10,0.174358974359,262,280,1.06870229008,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,STYLE,0.0016339869281,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,18,2,0,0.0276162790698,0.00872093023256,0.0,0.0,0.0,0.0,0.386363636364,0.433865447799,-1.0,0.183006535948,0.16339869281,0.433865447799,-0.684210526316,-1.0,46,10232,4274,13078,0,0.0,0,0,0,0,0.0,1232,165,11,1408,0,1067,0,0.0590340374959,0,2871,0,600,24,0,3495,2271,0.0351944248504,380,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,3225,14044,334,3179,1
12415,org/apache/jmeter/protocol/java/config,org/apache/jmeter/protocol/java/config/JavaConfig.java,4155,True,0,7,23,1,4,7,1,1,0.358333333333,31,77,2.48387096774,1.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,STYLE,0.196078431373,RI_REDUNDANT_INTERFACES,20,3,0,0.00145348837209,0.00145348837209,0.0,0.0,0.833333333333,0.00661375661376,0.386363636364,0.433865447799,0.666666666667,0.183006535948,0.16339869281,0.433865447799,-1.0,-1.0,17,10915,4706,13761,0,0.0,0,0,0,0,0.0,126,63,2,191,0,63,0,0.080793305046,0,126,0,63,2,0,191,63,0.080793305046,4699,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,7545,14044,4699,7545,1
12415,org/apache/jmeter/protocol/java/config/gui,org/apache/jmeter/protocol/java/config/gui/JavaConfigGui.java,4155,True,10,12,0,1,8,12,1,1,0.951957295374,158,85,0.537974683544,0.35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,STYLE,0.133986928105,BC_UNCONFIRMED_CAST,20,3,1,0.00290697674419,0.00290697674419,0.00145348837209,1.0,0.170731707317,0.0067420186397,0.386363636364,0.433865447799,-0.634146341463,0.183006535948,0.16339869281,0.433865447799,0.0,0.0,10,5619,2550,8465,4,0.0115774240232,0,4,0,8,0.0115774240232,506,106,7,619,4,400,4,0.107535440263,8,506,0,106,7,0,619,400,0.107535440263,85,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2930,14044,85,2930,0
12415,org/apache/jmeter/protocol/java/config/gui,org/apache/jmeter/protocol/java/config/gui/JavaConfigGui.java,4155,True,38,12,0,1,0,12,9,1,0.740213523132,158,85,0.537974683544,1.0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,STYLE,0.0915032679739,REC_CATCH_EXCEPTION,20,3,1,0.00290697674419,0.00290697674419,0.00145348837209,-1.0,0.214285714286,0.00801749271137,0.386363636364,0.433865447799,-0.553571428571,0.183006535948,0.16339869281,0.433865447799,0.0,0.0,30,10678,4488,13524,4,0.0115774240232,0,4,0,8,0.0115774240232,506,106,7,619,4,400,4,0.107535440263,8,506,0,106,7,0,619,400,0.107535440263,85,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,2930,14044,85,2930,1
2930,org/apache/jmeter/protocol/java/control/gui,org/apache/jmeter/protocol/java/control/gui/JUnitTestSamplerGui.java,29,True,50,15,134,1,8,38,13,4,0.711670480549,338,50,0.147928994083,0.06,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,STYLE,0.133986928105,BC_UNCONFIRMED_CAST,20,3,1,0.00290697674419,0.00290697674419,0.00145348837209,-1.0,0.170731707317,0.0067420186397,0.386363636364,0.433865447799,-0.634146341463,0.183006535948,0.16339869281,0.433865447799,-1.0,-1.0,41,8688,3637,11534,9,0.0195694716243,0,9,0,18,0.00912965604166,450,395,17,862,5,55,5,0.148986860482,10,876,0,562,27,0,1465,314,0.0922772524348,85,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2930,14044,85,2930,1
2930,org/apache/jmeter/protocol/java/control/gui,org/apache/jmeter/protocol/java/control/gui/JUnitTestSamplerGui.java,29,True,30,15,134,1,8,38,5,4,0.633867276888,338,50,0.147928994083,0.0666666666667,35,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,STYLE,0.133986928105,BC_UNCONFIRMED_CAST,20,3,1,0.00290697674419,0.00290697674419,0.00145348837209,-1.0,0.170731707317,0.0067420186397,0.386363636364,0.433865447799,-0.634146341463,0.183006535948,0.16339869281,0.433865447799,-1.0,-1.0,41,8688,3637,11534,9,0.0195694716243,0,9,0,18,0.00912965604166,450,395,17,862,5,55,5,0.148986860482,10,876,0,562,27,0,1465,314,0.0922772524348,85,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2930,14044,85,2930,1
7725,org/apache/jmeter/protocol/java/sampler,org/apache/jmeter/protocol/java/sampler/JSR223Sampler.java,2065,True,0,2,674,1,7,86,1,14,0.445652173913,62,20,0.322580645161,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,STYLE,0.196078431373,RI_REDUNDANT_INTERFACES,20,3,0,0.0145348837209,0.00145348837209,0.0,0.0,0.833333333333,0.00661375661376,0.386363636364,0.433865447799,0.666666666667,0.183006535948,0.16339869281,0.433865447799,-0.6,1.0,14,4879,2065,7725,1,0.00418410041841,0,1,0,2,0.000418410041841,72,7,1,80,1,65,1,0.0602074385689,2,2444,0,1366,70,0,3880,1078,0.08042636393,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2847,14044,2,2847,1
11534,org/apache/jmeter/protocol/java/sampler,org/apache/jmeter/protocol/java/sampler/JUnitSampler.java,3637,True,0,39,674,4,20,86,1,14,0.929752066116,443,231,0.52144469526,1.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,PERFORMANCE,0.0522875816993,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.0145348837209,0.0101744186047,0.0,0.0,0.71875,0.0288783482143,0.704545454545,0.167767989734,0.4375,0.0424836601307,0.0326797385621,0.167767989734,-0.6,-0.714285714286,49,8688,3637,11534,1,0.0,0,1,0,2,0.000418410041841,704,701,20,1425,0,3,0,0.228570091992,0,2444,0,1366,70,0,3880,1078,0.08042636393,388,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3233,14044,2,2847,1
11534,org/apache/jmeter/protocol/java/sampler,org/apache/jmeter/protocol/java/sampler/JUnitSampler.java,3637,True,0,39,674,4,25,86,1,14,0.942148760331,443,231,0.52144469526,1.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,PERFORMANCE,0.0522875816993,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.0145348837209,0.0101744186047,0.0,0.0,0.71875,0.0288783482143,0.704545454545,0.167767989734,0.4375,0.0424836601307,0.0326797385621,0.167767989734,-0.6,-0.714285714286,49,8688,3637,11534,1,0.0,0,1,0,2,0.000418410041841,704,701,20,1425,0,3,0,0.228570091992,0,2444,0,1366,70,0,3880,1078,0.08042636393,388,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3233,14044,2,2847,1
7736,org/apache/jmeter/protocol/java/sampler,org/apache/jmeter/protocol/java/sampler/JavaSampler.java,2089,True,20,15,674,2,0,86,4,14,0.678678678679,152,144,0.947368421053,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,STYLE,0.0915032679739,REC_CATCH_EXCEPTION,20,3,1,0.0145348837209,0.00290697674419,0.00145348837209,-1.0,0.214285714286,0.00801749271137,0.386363636364,0.433865447799,-0.553571428571,0.183006535948,0.16339869281,0.433865447799,-0.6,-1.0,28,7428,3304,10274,1,0.0,0,1,0,2,0.000418410041841,587,148,34,769,0,439,0,0.141893349316,0,2444,0,1366,70,0,3880,1078,0.08042636393,2002,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4847,14044,2,2847,1
7736,org/apache/jmeter/protocol/java/sampler,org/apache/jmeter/protocol/java/sampler/JavaSampler.java,2089,True,12,15,674,2,0,86,2,14,0.363363363363,152,144,0.947368421053,1.0,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,STYLE,0.0915032679739,REC_CATCH_EXCEPTION,20,3,1,0.0145348837209,0.00290697674419,0.00145348837209,-1.0,0.214285714286,0.00801749271137,0.386363636364,0.433865447799,-0.553571428571,0.183006535948,0.16339869281,0.433865447799,-0.6,-1.0,28,7428,3304,10274,1,0.0,0,1,0,2,0.000418410041841,587,148,34,769,0,439,0,0.141893349316,0,2444,0,1366,70,0,3880,1078,0.08042636393,2002,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4847,14044,2,2847,1
3224,org/apache/jmeter/protocol/jdbc,org/apache/jmeter/protocol/jdbc/AbstractJDBCTestElement.java,176,True,70,39,429,2,13,40,13,3,0.546610169492,503,135,0.268389662028,0.361904761905,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,EXPERIMENTAL,0.0016339869281,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,20,2,2,0.00581395348837,0.00581395348837,0.00290697674419,1.0,1.0,0.0,1.0,0.0,1.0,0.0016339869281,0.0,0.0,0.5,0.5,24,3602,1334,6448,0,0.0,0,0,0,0,0.0,551,46,4,601,0,505,0,0.189494388625,0,563,0,54,5,0,622,509,0.132244437017,379,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3224,14044,379,3224,0
