F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-ArtifactResolutionException,F16-DependencyManagement,F16-RepositoryBase,F16-RepositoryPolicy,F16-Plugin,F16-Object,F16-char,F16-ActivationFile,F16-NA,F16-Dependency,F16-void,F16-int,F16-boolean,F16-Repository,F16-Date,F16-String,F16-Activation,F16-Model,F16-Settings,F16-Notifier,F3-NA,F3-planItemIterator.next(),F3-Model,F3-localRepository(),F3-problems.getModel(),F3-DefaultBeanConfigurationRequest,F3-File,F3-InputStream,F3-null,F3-ProjectSegment,F3-event.getSession(),F3-XmlPullParser,F3-String,F3-int,F3-ArtifactResolutionRequest,F3-ModelBuildingRequest,F3-Properties,F3-Artifact,F3-SimpleProblemCollector,F3-MavenProject,F7-+=,F7-NA,F7-+,F12-File,F12-NA,F12-boolean,F12-String,F12-ThreadOutputMuxer,F12-List<TransferEvent>,F12-List<String>,F17-static,F17-NA,F2-Class,F2-NA,F2-Map<String String>,F2-Integer,F2-Byte,F2-ByteArrayOutputStream,F2-Short,F2-SettingsXpp3Reader,F2-HashMap<String Artifact>,F2-String,F2-Collections,F2-ParamdocXpp3Reader,F2-Double,F2-Long,F2-Float,F2-DefaultInheritanceAssemblerTest,F2-DefaultModelValidatorTest,F2-List,F2-MavenToolchainsXpp3Reader,F2-File,F6-java.io.ByteArrayOutputStream,F6-NA,F6-java.util.ArrayList,F6-java.util.Properties,F6-java.io.PrintStream,F6-org.apache.maven.model.io.xpp3.InputLocation,F6-org.apache.maven.model.io.xpp3.PatternSet,F6-org.apache.maven.model.io.xpp3.ModelBase,F6-org.apache.maven.model.building.FileModelSource,F6-java.io.File,F6-org.apache.maven.project.DefaultProjectBuildingRequest,F6-org.apache.maven.repository.internal.VersionRequest,F6-java.util.HashMap<java.lang.String java.lang.String>,F6-org.apache.maven.lifecycle.internal.ConcurrentBuildLogger,F6-org.apache.maven.model.io.xpp3.FileSet,F6-org.apache.maven.model.io.xpp3.XmlPullParserException,F6-org.apache.maven.model.validation.SimpleProblemCollector,F6-org.apache.maven.settings.DefaultProjectBuildingRequest,F6-org.apache.maven.model.io.xpp3.PluginContainer,F6-org.apache.maven.model.io.xpp3.PluginConfiguration,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-shortValue,F1-getProject,F1-doubleValue,F1-startTag,F1-getAttributeValue,F1-getAttributeCount,F1-delete,F1-NA,F1-getId,F1-intValue,F1-getBasedir,F1-getBooleanValue,F1-longValue,F1-equals,F1-floatValue,F1-charAt,F1-getPlugins,F1-getName,F1-mkdirs,F1-byteValue,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.util.AbstractList,F5-java.lang.AbstractStringBuilder,F5-java.util.HashSet,F5-java.io.OutputStream,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.text.DateFormat,F9-request,F9-start,F9-buildStartTime,F9-username,F9-modelPool,F9-dependency,F9-startTime,F9-project,F9-executionPlanItem,F9-upstreamProject,F9-remoteRepositories,F9-dependant,F9-cpc,F9-graph,F9-stop,F9-pomArtifact,F9-NA,F9-relocatedArtifact,F9-pomFile,F9-dataBuffer,F10-NA,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Integer,F4-boolean,F4-InputStream,F4-Exception,F4-long,F4-Date,F4-float,F4-char,F4-byte[],F4-File,F4-void,F4-double,F4-List,F4-String,F4-int,F4-Build,F4-short,F4-Model,F4-byte,F8-Dependency,F8-DefaultMavenExecutionRequest,F8-MetadataResolutionResult,F8-DefaultProjectBuilderConfiguration,F8-Authentication,F8-ArtifactTransferEvent,F8-DependencyLogEntry,F8-CacheRecord,F8-SettingsAdapter,F8-ClasspathGraphVisitor,F8-NA,F8-DefaultModelBuildingRequest,F8-InternalConfig,F8-ProjectBuilder,F11-lifecyclePhase,F11-artifactExists,F11-NA,F11-artifactUri,F11-DEFAULT_USER_SETTINGS_FILE,F11-messages,F11-events,F11-threadOutputMuxer,F11-userMavenConfigurationHome,F11-EMPTY_PROJECT_GROUP_ID,F11-alias,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-stephen.alan.connolly@gmail.com,F71-ogusakov@apache.org,F71-brett@apache.org,F71-hboutemy@apache.org,F71-kenney@apache.org,F71-sisbell@apache.org,F71-aheritier@apache.org,F71-mkleint@apache.org,F71-carlos@apache.org,F71-evenisse@apache.org,F71-olamy@apache.org,F71-jvanzyl@apache.org,F71-rfscholte@apache.org,F71-brianf@apache.org,F71-ifedorenko@apache.org,F71-igor@ifedorenko.com,F71-bentmann@apache.org,F71-krosenvold@apache.org,F71-jason@tesla.io,F71-jdcasey@apache.org,F74,F73,F84,F146,status
517,org/apache/maven/plugin/descriptor/model/io/xpp3,org/apache/maven/plugin/descriptor/model/io/xpp3/PluginDescriptorXpp3Reader.java,0,True,13,30,594,1,12,38,3,2,0.356176735798,758,302,0.398416886544,0.626780626781,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,17,PERFORMANCE,0.134549600912,UPM_UNCALLED_PRIVATE_METHOD,20,3,2,0.0247747747748,0.0191441441441,0.00225225225225,-1.0,0.0,0.0,0.0909090909091,0.105058906097,-1.0,0.0,0.0205245153934,0.105058906097,-1.0,-1.0,0,9661,3774,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,9658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9658,0,open
517,org/apache/maven/plugin/descriptor/model/io/xpp3,org/apache/maven/plugin/descriptor/model/io/xpp3/PluginDescriptorXpp3Reader.java,0,True,8,30,594,1,10,38,4,2,0.383228133454,758,302,0.398416886544,0.6375,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,17,PERFORMANCE,0.134549600912,UPM_UNCALLED_PRIVATE_METHOD,20,3,1,0.0247747747748,0.0191441441441,0.00112612612613,-1.0,0.0,0.0,0.0909090909091,0.105058906097,-1.0,0.0,0.0205245153934,0.105058906097,-1.0,-1.0,0,9661,3774,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,9658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9658,0,open
517,org/apache/maven/plugin/descriptor/model/io/xpp3,org/apache/maven/plugin/descriptor/model/io/xpp3/PluginDescriptorXpp3Reader.java,0,True,13,30,594,1,12,38,3,2,0.403967538323,758,302,0.398416886544,0.626780626781,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,17,PERFORMANCE,0.134549600912,UPM_UNCALLED_PRIVATE_METHOD,20,3,1,0.0247747747748,0.0191441441441,0.00112612612613,-1.0,0.0,0.0,0.0909090909091,0.105058906097,-1.0,0.0,0.0205245153934,0.105058906097,-1.0,-1.0,0,9661,3774,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,9658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9658,0,open
517,org/apache/maven/plugin/descriptor/model/io/xpp3,org/apache/maven/plugin/descriptor/model/io/xpp3/PluginDescriptorXpp3Writer.java,0,True,97,8,594,1,0,38,31,2,0.603325415677,321,83,0.258566978193,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,5,STYLE,0.147092360319,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,3,0.0247747747748,0.00563063063063,0.00337837837838,-1.0,0.031007751938,0.0014307748218,0.0687203791469,0.358887020837,-0.829457364341,0.00798175598632,0.0262257696693,0.358887020837,-1.0,-1.0,0,9661,3774,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,9658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9658,0,open
517,org/apache/maven/plugin/descriptor/model/io/xpp3,org/apache/maven/plugin/descriptor/model/io/xpp3/PluginDescriptorXpp3Writer.java,0,True,97,8,594,1,0,38,31,2,0.579572446556,321,83,0.258566978193,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,5,STYLE,0.147092360319,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,3,0.0247747747748,0.00563063063063,0.00337837837838,-1.0,0.031007751938,0.0014307748218,0.0687203791469,0.358887020837,-0.829457364341,0.00798175598632,0.0262257696693,0.358887020837,-1.0,-1.0,0,9661,3774,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,9658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9658,0,open
517,org/apache/maven/plugin/descriptor/model/io/xpp3,org/apache/maven/plugin/descriptor/model/io/xpp3/PluginDescriptorXpp3Writer.java,0,True,97,8,594,1,0,38,31,2,0.627078384798,321,83,0.258566978193,1.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,5,STYLE,0.147092360319,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,3,0.0247747747748,0.00563063063063,0.00337837837838,-1.0,0.031007751938,0.0014307748218,0.0687203791469,0.358887020837,-0.829457364341,0.00798175598632,0.0262257696693,0.358887020837,-1.0,-1.0,0,9661,3774,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,9658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9658,0,open
517,org/apache/maven/plugin/descriptor/model/io/xpp3,org/apache/maven/plugin/descriptor/model/io/xpp3/PluginDescriptorXpp3Writer.java,0,True,44,8,594,1,0,38,13,2,0.904988123515,321,83,0.258566978193,1.0,79,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,5,STYLE,0.147092360319,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,2,0.0247747747748,0.00563063063063,0.00225225225225,-1.0,0.031007751938,0.0014307748218,0.0687203791469,0.358887020837,-0.829457364341,0.00798175598632,0.0262257696693,0.358887020837,-1.0,-1.0,0,9661,3774,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,9658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9658,0,open
517,org/apache/maven/plugin/descriptor/model/io/xpp3,org/apache/maven/plugin/descriptor/model/io/xpp3/PluginDescriptorXpp3Writer.java,0,True,44,8,594,1,0,38,13,2,0.881235154394,321,83,0.258566978193,1.0,79,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,5,STYLE,0.147092360319,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,2,0.0247747747748,0.00563063063063,0.00225225225225,-1.0,0.031007751938,0.0014307748218,0.0687203791469,0.358887020837,-0.829457364341,0.00798175598632,0.0262257696693,0.358887020837,-1.0,-1.0,0,9661,3774,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,9658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9658,0,open
2055,org/apache/maven/plugin/internal,org/apache/maven/plugin/internal/DefaultMavenPluginManager.java,1595,True,132,13,779,1,20,60,19,12,0.670110192837,572,35,0.0611888111888,0.223484848485,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,5,I18N,0.0148232611174,DM_DEFAULT_ENCODING,19,1,3,0.00675675675676,0.00563063063063,0.00337837837838,-1.0,0.384615384615,0.236686390533,0.384615384615,0.0,-0.153846153846,0.0,0.00570125427594,0.0,-1.0,-1.0,25,1312,1533,1829,3,0.010183299389,0,2,1,5,0.0010183299389,279,145,4,428,2,134,3,0.164067718644,5,855,0,215,8,1,1078,640,0.124517056343,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,528,10178,12,528,open
2055,org/apache/maven/plugin/internal,org/apache/maven/plugin/internal/DefaultMavenPluginManager.java,1595,True,132,13,779,1,20,60,19,12,0.662534435262,572,35,0.0611888111888,0.200757575758,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,5,I18N,0.0148232611174,DM_DEFAULT_ENCODING,19,1,3,0.00675675675676,0.00563063063063,0.00337837837838,-1.0,0.384615384615,0.236686390533,0.384615384615,0.0,-0.153846153846,0.0,0.00570125427594,0.0,-1.0,-1.0,25,1312,1533,1829,3,0.010183299389,0,2,1,5,0.0010183299389,279,145,4,428,2,134,3,0.164067718644,5,855,0,215,8,1,1078,640,0.124517056343,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,528,10178,12,528,open
2055,org/apache/maven/plugin/internal,org/apache/maven/plugin/internal/DefaultMavenPluginManager.java,1595,True,118,13,779,1,12,60,19,12,0.862258953168,572,35,0.0611888111888,0.368644067797,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,5,I18N,0.0148232611174,DM_DEFAULT_ENCODING,19,1,2,0.00675675675676,0.00563063063063,0.00225225225225,-1.0,0.384615384615,0.236686390533,0.384615384615,0.0,-0.153846153846,0.0,0.00570125427594,0.0,-1.0,-1.0,25,1312,1533,1829,3,0.010183299389,0,2,1,5,0.0010183299389,279,145,4,428,2,134,3,0.164067718644,5,855,0,215,8,1,1078,640,0.124517056343,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,528,10178,12,528,open
2055,org/apache/maven/plugin/internal,org/apache/maven/plugin/internal/DefaultMavenPluginManager.java,1595,True,118,13,779,1,12,60,19,12,0.855371900826,572,35,0.0611888111888,0.343220338983,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,5,I18N,0.0148232611174,DM_DEFAULT_ENCODING,19,1,2,0.00675675675676,0.00563063063063,0.00225225225225,-1.0,0.384615384615,0.236686390533,0.384615384615,0.0,-0.153846153846,0.0,0.00570125427594,0.0,-1.0,-1.0,25,1312,1533,1829,3,0.010183299389,0,2,1,5,0.0010183299389,279,145,4,428,2,134,3,0.164067718644,5,855,0,215,8,1,1078,640,0.124517056343,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,528,10178,12,528,open
2055,org/apache/maven/plugin/internal,org/apache/maven/plugin/internal/DefaultMavenPluginManager.java,1595,True,66,13,779,1,0,60,10,12,0.69696969697,572,35,0.0611888111888,1.0,43,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,5,STYLE,0.147092360319,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,3,0.00675675675676,0.00563063063063,0.00337837837838,-1.0,0.031007751938,0.0014307748218,0.0687203791469,0.358887020837,-0.829457364341,0.00798175598632,0.0262257696693,0.358887020837,-1.0,-1.0,43,1538,1595,2055,3,0.010183299389,0,2,1,5,0.0010183299389,279,145,4,428,2,134,3,0.164067718644,5,855,0,215,8,1,1078,640,0.124517056343,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,528,10178,12,528,open
1472,org/apache/maven/plugin/internal,org/apache/maven/plugin/internal/DefaultPluginManager.java,1285,True,14,8,779,1,0,60,2,12,0.739463601533,203,21,0.103448275862,1.0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,STYLE,0.0102622576967,REC_CATCH_EXCEPTION,17,2,1,0.00675675675676,0.00112612612613,0.00112612612613,-1.0,0.444444444444,0.0117577895356,0.0687203791469,0.358887020837,0.0,0.00798175598632,0.0262257696693,0.358887020837,-1.0,-1.0,9,1531,1595,2048,3,0.0,0,2,1,5,0.0010183299389,123,34,2,159,0,89,0,0.0294696368546,0,855,0,215,8,0,1078,640,0.124517056343,433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,949,10178,12,528,open
