F72,F54,F53,Name,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-StringBuffer,F16-Boolean,F16-Object,F16-void,F16-Process,F16-int,F16-URL,F16-boolean,F16-Enumeration,F16-URL[],F16-String,F16-InputStream,F16-Resource,F16-Reader,F16-PrintStream,F16-Iterator<Resource>,F16-File,F16-Map<URL Location>,F16-DateFormat,F3-Class,F3-Integer,F3-Long,F3-PrintStream,F3-File,F3-InputStream,F3-Project,F3-byte[],F3-null,F3-boolean,F3-Object,F3-FileInputStream,F3-FileOutputStream,F3-char,F3-nestedTask.getTaskName(),F3-String,F3-long,F3-int,F3-Project.MSG_DEBUG,F7--,F7-/,F7-++,F7-+=,F7-*,F7-+,F12-long,F12-int,F12-List<ResourceComparator>,F12-Object,F12-List<NameEntry>,F12-boolean,F12-String,F12-AssertionFailedError,F12-Vector<Object>,F12-URL,F12-File,F12-Feature,F12-Mapper,F12-Vector<FileSelector>,F12-FileUtils,F12-ArrayList,F12-Collection<Resource>,F12-Union,F12-Path,F17-final,F17-static,F17-static-final,F2-AbstractFileSetTest,F2-Process,F2-Document,F2-Thread,F2-Vector<String>,F2-ByteArrayOutputStream,F2-StringBuffer,F2-DateFormatFactory,F2-Properties,F2-Object,F2-String,F2-Iterator,F2-Map,F2-Hashtable,F2-BufferedReader,F2-System,F2-MockProject,F2-OutputStream,F2-File,F6-java.io.BufferedWriter,F6-org.apache.tools.zip.ZipLong,F6-java.lang.Long,F6-org.apache.tools.ant.taskdefs.FileResource,F6-java.io.InputStreamReader,F6-java.io.FileOutputStream,F6-java.io.FileInputStream,F6-java.util.Properties,F6-java.io.PrintStream,F6-java.io.ByteArrayInputStream,F6-java.lang.Integer,F6-org.apache.tools.ant.util.LayoutPreservingProperties,F6-java.io.FileReader,F6-java.io.File,F6-java.util.ArrayList<org.apache.tools.ant.types.PatternSet.NameEntry>,F6-java.lang.String,F6-java.lang.StringBuffer,F6-org.apache.tools.ant.types.Path,F6-java.io.BufferedReader,F13-private,F13-protected,F13-public,F18-private,F18-public,F14-static-final,F14-static,F1-delete,F1-close,F1-next,F1-assertEquals,F1-write,F1-getInstance,F1-get,F1-listFiles,F1-equals,F1-getProperty,F1-resolveFile,F1-put,F1-load,F1-createTempFile,F1-log,F1-toString,F1-list,F1-getInputStream,F1-assertTrue,F5-java.util.AbstractMap,F5-DataType,F5-java.lang.Object,F5-java.io.Writer,F5-Task,F5-java.io.OutputStreamWriter,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.lang.Number,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-EnumeratedAttribute,F5-java.text.DateFormat,F9-srcDir,F9-anonymousSchema,F9-failOnError,F9-ignoreSystemclasses,F9-uname,F9-replyto,F9-extDirs,F9-keys,F9-lastmodified,F9-dateTime,F9-trim,F9-out,F9-className,F9-nowarn,F9-port,F9-buildfile,F9-length,F9-dir,F9-env,F10-true,F19-abstract,F19-interface,F15-private,F15-protected,F15-public,F4-String[],F4-boolean,F4-InputStream,F4-File[],F4-long,F4-Process,F4-StringBuffer,F4-AbstractFileSet,F4-Enumeration,F4-DateFormat,F4-Node,F4-Object,F4-byte[],F4-File,F4-Element,F4-void,F4-String,F4-int,F4-SecurityManager,F8-PropertyChecker,F8-Length,F8-GenerateKey,F8-Get,F8-BFT,F8-Checksum,F8-Touch,F8-Execute,F8-Resource,F8-SchemaValidate,F8-MailMessage,F8-Rmic,F8-Available,F8-ReferenceChecker,F8-AbstractFileSet,F8-FixCRLF,F8-AntTypeDefinition,F8-EmailTask,F8-Javac,F11-msg,F11-nested,F11-refid,F11-WEBLOGIC_DEPLOY_CLASS_NAME,F11-classname,F11-FILE_UTILS,F11-method,F11-excludesFileList,F11-type,F11-error,F11-ref,F11-unlessCond,F11-cache,F11-from,F11-name,F11-dir,F11-to,F11-selectorsList,F11-resourceComparators,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F140,F47,F141,F46,F142,F49,F143,F48,F126,F127,F128,F129,F50,F52,F51,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F138,F139,F83,F71-kevj@apache.org,F71-dev-null@apache.org,F71-jskeet@apache.org,F71-donaldp@apache.org,F71-antoine@apache.org,F71-jkf@apache.org,F71-stevel@apache.org,F71-jglick@apache.org,F71-bodewig@apache.org,F71-stefano@apache.org,F71-umagesh@apache.org,F71-sbailliez@apache.org,F71-ehatcher@apache.org,F71-costin@apache.org,F71-rubys@apache.org,F71-peterreilly@apache.org,F71-hibou@apache.org,F71-conor@apache.org,F71-mbenson@apache.org,F71-jhm@apache.org,F74,F85,F73,F84,F146,F147,category
8802,org/apache/tools/ant/taskdefs/optional/extension,cass,org/apache/tools/ant/taskdefs/optional/extension/DeweyDecimal.java,4275,True,0,2,972,1,5,123,1,16,0.759259259259,10,40,4.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,BAD_PRACTICE,0.00162733930024,NM_SAME_SIMPLE_NAME_AS_SUPERCLASS,14,1,0,0.00721732157177,0.000801924619086,0.0,0.0,0.0,0.0,0.164705882353,0.213628226428,-1.0,0.00244100895037,0.0317331163548,0.213628226428,-0.555555555556,-1.0,13,8229,4275,8802,0,0.0,0,0,0,0,18763,583,474460,0.0,98343,31,0.0767515976655,38,62,220,3,285,652,0.00302295595352,545,0,-158,0,0.185293605739,0,2280,0,1236,27,0,3543,1044,0.103058125011,277020,178677,1322,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1897,1,13497,203,775,574,1
8801,org/apache/tools/ant/taskdefs/optional/extension,cass,org/apache/tools/ant/taskdefs/optional/extension/Extension.java,4275,True,24,22,972,1,12,123,8,16,0.3,330,280,0.848484848485,0.708333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,PERFORMANCE,0.00813669650122,WMI_WRONG_MAP_ITERATOR,18,2,1,0.00721732157177,0.00160384923817,0.000801924619086,-1.0,0.0,0.0,0.0434782608696,0.0139352698317,-1.0,0.0,0.00569568755085,0.0139352698317,-0.555555555556,-1.0,13,6714,3833,7287,0,0.0,0,0,0,0,18763,583,474460,0.0,98343,31,0.0767515976655,38,744,96,1,841,652,0.00302295595352,545,0,648,0,0.145285860055,0,2280,0,1236,27,0,3543,1044,0.103058125011,277020,178677,203,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,775,1,13497,203,775,574,1
8801,org/apache/tools/ant/taskdefs/optional/extension,cass,org/apache/tools/ant/taskdefs/optional/extension/Extension.java,4275,True,15,22,972,1,12,123,5,16,0.842028985507,330,280,0.848484848485,0.733333333333,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,PERFORMANCE,0.00813669650122,WMI_WRONG_MAP_ITERATOR,18,2,1,0.00721732157177,0.00160384923817,0.000801924619086,-1.0,0.0,0.0,0.0434782608696,0.0139352698317,-1.0,0.0,0.00569568755085,0.0139352698317,-0.555555555556,-1.0,13,6714,3833,7287,0,0.0,0,0,0,0,18763,583,474460,0.0,98343,31,0.0767515976655,38,744,96,1,841,652,0.00302295595352,545,0,648,0,0.145285860055,0,2280,0,1236,27,0,3543,1044,0.103058125011,277020,178677,203,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,775,1,13497,203,775,574,1
8699,org/apache/tools/ant/taskdefs/optional/extension,cass,org/apache/tools/ant/taskdefs/optional/extension/ExtensionUtil.java,4263,True,13,7,972,1,12,123,3,16,0.953488372093,127,71,0.55905511811,0.230769230769,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,BAD_PRACTICE,0.0154597233523,OS_OPEN_STREAM,16,2,1,0.00721732157177,0.00160384923817,0.000801924619086,1.0,0.473684210526,0.00997229916898,0.164705882353,0.213628226428,-0.0526315789474,0.00244100895037,0.0317331163548,0.213628226428,-0.555555555556,1.0,11,6688,3829,7261,0,0.0,0,0,0,0,18763,583,474460,0.0,98343,31,0.0767515976655,38,217,5,1,223,652,0.00302295595352,545,0,212,0,0.118723519992,0,2280,0,1236,27,0,3543,1044,0.103058125011,277020,178677,2183,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2758,1,13497,203,775,574,0
8699,org/apache/tools/ant/taskdefs/optional/extension,cass,org/apache/tools/ant/taskdefs/optional/extension/ExtensionUtil.java,4263,True,13,7,972,1,12,123,3,16,0.623255813953,127,71,0.55905511811,0.230769230769,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,BAD_PRACTICE,0.0154597233523,OS_OPEN_STREAM,16,2,1,0.00721732157177,0.00160384923817,0.000801924619086,1.0,0.473684210526,0.00997229916898,0.164705882353,0.213628226428,-0.0526315789474,0.00244100895037,0.0317331163548,0.213628226428,-0.555555555556,1.0,11,6688,3829,7261,0,0.0,0,0,0,0,18763,583,474460,0.0,98343,31,0.0767515976655,38,217,5,1,223,652,0.00302295595352,545,0,212,0,0.118723519992,0,2280,0,1236,27,0,3543,1044,0.103058125011,277020,178677,2183,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2758,1,13497,203,775,574,0
8688,org/apache/tools/ant/taskdefs/optional/extension,cass,org/apache/tools/ant/taskdefs/optional/extension/JarLibAvailableTask.java,4263,True,27,6,972,1,8,123,10,16,0.660256410256,76,66,0.868421052632,0.111111111111,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,STYLE,0.0789259560618,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.00721732157177,0.000801924619086,0.000801924619086,-1.0,0.0412371134021,0.00136333151311,0.151351351351,0.211525257493,-0.917525773196,0.00162733930024,0.0439381611066,0.211525257493,-0.555555555556,-1.0,6,6703,3833,7276,0,0.0,0,0,0,0,18763,583,474460,0.0,98343,31,0.0767515976655,38,238,71,1,310,652,0.00302295595352,545,0,167,0,0.150654218321,0,2280,0,1236,27,0,3543,1044,0.103058125011,277020,178677,203,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,775,1,13497,203,775,574,1
8689,org/apache/tools/ant/taskdefs/optional/extension,cass,org/apache/tools/ant/taskdefs/optional/extension/JarLibManifestTask.java,4263,True,24,12,972,1,12,123,6,16,0.579661016949,127,140,1.10236220472,0.75,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,STYLE,0.0789259560618,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.00721732157177,0.000801924619086,0.000801924619086,-1.0,0.0412371134021,0.00136333151311,0.151351351351,0.211525257493,-0.917525773196,0.00162733930024,0.0439381611066,0.211525257493,-0.555555555556,-1.0,0,2258,2359,2831,0,0.0,0,0,0,0,18763,583,474460,0.0,98343,31,0.0767515976655,38,38,91,2,131,652,0.00302295595352,545,0,-53,0,0.0478084396484,0,2280,0,1236,27,0,3543,1044,0.103058125011,277020,178677,2256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2831,1,13497,203,775,574,1
6186,org/apache/tools/ant/taskdefs/optional/extension,cass,org/apache/tools/ant/taskdefs/optional/extension/Specification.java,3548,True,8,19,972,1,12,123,2,16,0.542148760331,296,240,0.810810810811,0.375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,STYLE,0.0211554109032,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,0.00721732157177,0.00160384923817,0.000801924619086,-1.0,0.0,0.0,0.151351351351,0.211525257493,-1.0,0.00162733930024,0.0439381611066,0.211525257493,-0.555555555556,-1.0,19,8226,4275,8799,0,0.0,0,0,0,0,18763,583,474460,0.0,98343,31,0.0767515976655,38,213,265,3,481,652,0.00302295595352,545,0,-52,0,0.0593028007668,0,2280,0,1236,27,0,3543,1044,0.103058125011,277020,178677,203,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,775,1,13497,203,775,574,1
6186,org/apache/tools/ant/taskdefs/optional/extension,cass,org/apache/tools/ant/taskdefs/optional/extension/Specification.java,3548,True,18,19,972,1,12,123,9,16,0.295867768595,296,240,0.810810810811,0.555555555556,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,PERFORMANCE,0.00813669650122,WMI_WRONG_MAP_ITERATOR,18,2,1,0.00721732157177,0.00160384923817,0.000801924619086,-1.0,0.0,0.0,0.0434782608696,0.0139352698317,-1.0,0.0,0.00569568755085,0.0139352698317,-0.555555555556,-1.0,16,6711,3833,7284,0,0.0,0,0,0,0,18763,583,474460,0.0,98343,31,0.0767515976655,38,213,265,3,481,652,0.00302295595352,545,0,-52,0,0.0593028007668,0,2280,0,1236,27,0,3543,1044,0.103058125011,277020,178677,203,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,775,1,13497,203,775,574,1
8641,org/apache/tools/ant/taskdefs/optional/extension/resolvers,cass,org/apache/tools/ant/taskdefs/optional/extension/resolvers/AntResolver.java,4232,True,19,6,114,1,8,16,2,3,0.646551724138,55,47,0.854545454545,0.315789473684,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,STYLE,0.0789259560618,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.00160384923817,0.000801924619086,0.000801924619086,-1.0,0.0412371134021,0.00136333151311,0.151351351351,0.211525257493,-0.917525773196,0.00162733930024,0.0439381611066,0.211525257493,-1.0,-1.0,3,5039,3309,5612,0,0.0,0,0,0,0,18763,583,474460,0.0,98343,31,0.0767515976655,38,139,35,1,175,652,0.00302295595352,545,0,104,0,0.00940324926815,0,379,0,208,3,0,590,171,0.0330902228443,277020,178677,3200,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3775,1,13497,203,775,574,1
6259,org/apache/tools/ant/taskdefs/optional/extension/resolvers,cass,org/apache/tools/ant/taskdefs/optional/extension/resolvers/URLResolver.java,3584,True,22,7,114,1,12,16,6,3,0.689393939394,69,50,0.724637681159,0.318181818182,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,STYLE,0.0789259560618,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.00160384923817,0.000801924619086,0.000801924619086,-1.0,0.0412371134021,0.00136333151311,0.151351351351,0.211525257493,-0.917525773196,0.00162733930024,0.0439381611066,0.211525257493,-1.0,-1.0,4,5039,3309,5612,0,0.0,0,0,0,0,18763,583,474460,0.0,98343,31,0.0767515976655,38,164,103,1,268,652,0.00302295595352,545,0,61,0,0.0527185164554,0,379,0,208,3,0,590,171,0.0330902228443,277020,178677,203,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,775,1,13497,203,775,574,1
6259,org/apache/tools/ant/taskdefs/optional/i18n,cass,org/apache/tools/ant/taskdefs/optional/i18n/Translate.java,3584,True,119,18,283,1,8,23,15,2,0.659723794431,333,234,0.702702702703,0.0976082740789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,EXPERIMENTAL,0.013018714402,OBL_UNSATISFIED_OBLIGATION,20,2,1,0.00801924619086,0.00481154771451,0.000801924619086,-1.0,0.0,0.0,0.181818181818,0.0335169880624,-1.0,0.0,0.00325467860049,0.0335169880624,-0.8,-1.0,83,10867,4442,11440,0,0.0,0,0,0,0,18763,583,474460,0.0,98343,31,0.0767515976655,38,788,764,167,1719,652,0.00302295595352,545,0,24,0,0.0721140397875,0,903,0,842,168,0,1913,61,0.0682094760407,277020,178677,203,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,775,1,13497,203,775,574,1
