F72,F54,Name,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-Object,F16-NA,F16-void,F16-int,F16-URL,F16-boolean,F16-URL[],F16-String,F16-Manifest,F16-Reader,F16-PrintStream,F16-File,F16-DateFormat,F3-NA,F3-Class,F3-Long,F3-PrintStream,F3-File,F3-Project,F3-byte[],F3-null,F3-boolean,F3-Object,F3-FileInputStream,F3-FileOutputStream,F3-char,F3-nestedTask.getTaskName(),F3-String,F3-long,F3-int,F3-Project.MSG_DEBUG,F3-Path,F3-Locale,F7--,F7-/,F7-&=,F7-++,F7-+=,F7-NA,F7-*,F7-+,F12-long,F12-int,F12-Object,F12-NA,F12-boolean,F12-Vector,F12-Method,F12-String,F12-AssertionFailedError,F12-HandlerType,F12-URL,F12-Reference,F12-File,F12-FileUtils,F12-ArrayList,F12-UnparseableExtraFieldData,F12-Union,F12-Path,F12-LinkedHashMap,F12-MailMessage,F17-final,F17-static,F17-static-final,F17-NA,F2-AbstractFileSetTest,F2-Document,F2-Process,F2-NA,F2-StringBuffer,F2-DateFormatFactory,F2-Vector,F2-Properties,F2-Math,F2-Object,F2-String,F2-Iterator,F2-Map,F2-Hashtable,F2-System,F2-List,F2-MockProject,F2-OutputStream,F2-Enumeration,F2-File,F6-java.io.ByteArrayOutputStream,F6-java.io.BufferedWriter,F6-org.apache.tools.zip.ZipLong,F6-NA,F6-java.lang.Long,F6-java.io.InputStreamReader,F6-java.util.Vector,F6-java.io.FileInputStream,F6-java.util.Properties,F6-java.io.PrintStream,F6-java.io.ByteArrayInputStream,F6-org.apache.tools.ant.util.LayoutPreservingProperties,F6-java.lang.Integer,F6-org.apache.tools.ant.types.PatternSet,F6-java.io.FileReader,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuffer,F6-org.apache.tools.ant.types.Path,F6-java.io.BufferedReader,F13-private,F13-NA,F13-protected,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F1-delete,F1-NA,F1-next,F1-iterator,F1-assertEquals,F1-getInstance,F1-get,F1-indexOf,F1-listFiles,F1-equals,F1-toLowerCase,F1-getProperty,F1-resolveFile,F1-load,F1-createTempFile,F1-log,F1-mkdirs,F1-list,F1-getInputStream,F1-assertTrue,F5-java.util.AbstractMap,F5-DataType,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-Task,F5-java.io.OutputStreamWriter,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.lang.Number,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-EnumeratedAttribute,F5-java.util.HashMap,F9-anonymousSchema,F9-ignoreSystemclasses,F9-uname,F9-forceOverwrite,F9-replyto,F9-extDirs,F9-key,F9-keys,F9-method,F9-todir,F9-genericJarSuffix,F9-dateTime,F9-trim,F9-NA,F9-out,F9-className,F9-path,F9-nowarn,F9-buildfile,F9-dir,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-InputStream,F4-File[],F4-long,F4-StringBuffer,F4-AbstractFileSet,F4-Enumeration,F4-DateFormat,F4-Node,F4-Object,F4-byte[],F4-File,F4-Element,F4-void,F4-String,F4-int,F4-Iterator,F4-SecurityManager,F8-PropertyChecker,F8-ManifestClassPath,F8-AbstractCvsTask,F8-BFT,F8-Checksum,F8-Touch,F8-Execute,F8-EjbJar,F8-JDBCTask,F8-DirectoryScanner,F8-SchemaValidate,F8-MailMessage,F8-MethodAndObject,F8-Rmic,F8-Available,F8-NA,F8-ReferenceChecker,F8-AbstractFileSet,F8-AntTypeDefinition,F8-Javac,F11-msg,F11-description,F11-nested,F11-NA,F11-refid,F11-classname,F11-FILE_UTILS,F11-type,F11-error,F11-externalAttributes,F11-unparseableExtra,F11-extraFields,F11-ref,F11-platform,F11-unlessCond,F11-from,F11-name,F11-dir,F11-to,F11-selectorsList,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-kevj@apache.org,F71-dev-null@apache.org,F71-jskeet@apache.org,F71-donaldp@apache.org,F71-antoine@apache.org,F71-jkf@apache.org,F71-stevel@apache.org,F71-jglick@apache.org,F71-bodewig@apache.org,F71-stefano@apache.org,F71-umagesh@apache.org,F71-sbailliez@apache.org,F71-ehatcher@apache.org,F71-costin@apache.org,F71-rubys@apache.org,F71-peterreilly@apache.org,F71-hibou@apache.org,F71-conor@apache.org,F71-mbenson@apache.org,F71-jhm@apache.org,F74,F73,F84,F146,category
5511,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/Touch.java,2185,True,0,19,23220,4,14,3173,1,407,0.553103964099,225,127,0.564444444444,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,6,MT_CORRECTNESS,0.0343671416597,IS2_INCONSISTENT_SYNC,17,2,0,0.30693877551,0.00489795918367,0.0,0.0,0.243902439024,0.0263448627518,0.293103448276,0.131814557337,-0.512195121951,0.00335289186924,0.010896898575,0.131814557337,-0.351063829787,-0.666666666667,73,10113,3303,11147,128,0.0,22,164,-36,314,0.0105474459844,267,288,20,575,0,-21,0,0.0722790650255,0,74661,0,51711,5511,0,131883,22950,0.0788453122743,377,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1411,13497,20,1054,1
5511,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/Touch.java,2185,True,0,19,23220,4,9,3173,1,407,0.55410122164,225,127,0.564444444444,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,6,MT_CORRECTNESS,0.0343671416597,IS2_INCONSISTENT_SYNC,17,2,0,0.30693877551,0.00489795918367,0.0,0.0,0.243902439024,0.0263448627518,0.293103448276,0.131814557337,-0.512195121951,0.00335289186924,0.010896898575,0.131814557337,-0.351063829787,-0.666666666667,21,4548,2208,5582,128,0.0,22,164,-36,314,0.0105474459844,267,288,20,575,0,-21,0,0.0722790650255,0,74661,0,51711,5511,0,131883,22950,0.0788453122743,377,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1411,13497,20,1054,1
5511,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/Touch.java,2185,True,0,19,23220,4,14,3173,1,407,0.561954624782,225,127,0.564444444444,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,6,MT_CORRECTNESS,0.0343671416597,IS2_INCONSISTENT_SYNC,17,2,0,0.30693877551,0.00489795918367,0.0,0.0,0.243902439024,0.0263448627518,0.293103448276,0.131814557337,-0.512195121951,0.00335289186924,0.010896898575,0.131814557337,-0.351063829787,-0.666666666667,21,4548,2208,5582,128,0.0,22,164,-36,314,0.0105474459844,267,288,20,575,0,-21,0,0.0722790650255,0,74661,0,51711,5511,0,131883,22950,0.0788453122743,377,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1411,13497,20,1054,1
5511,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/Touch.java,2185,True,0,19,23220,4,8,3173,1,407,0.601570680628,225,127,0.564444444444,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,6,MT_CORRECTNESS,0.0343671416597,IS2_INCONSISTENT_SYNC,17,2,0,0.30693877551,0.00489795918367,0.0,0.0,0.243902439024,0.0263448627518,0.293103448276,0.131814557337,-0.512195121951,0.00335289186924,0.010896898575,0.131814557337,-0.351063829787,-0.666666666667,81,11235,3564,12269,128,0.0,22,164,-36,314,0.0105474459844,267,288,20,575,0,-21,0,0.0722790650255,0,74661,0,51711,5511,0,131883,22950,0.0788453122743,377,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1411,13497,20,1054,1
5511,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/Touch.java,2185,True,0,19,23220,4,8,3173,1,407,0.657591623037,225,127,0.564444444444,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,6,MT_CORRECTNESS,0.0343671416597,IS2_INCONSISTENT_SYNC,17,2,0,0.30693877551,0.00489795918367,0.0,0.0,0.243902439024,0.0263448627518,0.293103448276,0.131814557337,-0.512195121951,0.00335289186924,0.010896898575,0.131814557337,-0.351063829787,-0.666666666667,7,1543,1151,2577,128,0.0,22,164,-36,314,0.0105474459844,267,288,20,575,0,-21,0,0.0722790650255,0,74661,0,51711,5511,0,131883,22950,0.0788453122743,377,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1411,13497,20,1054,0
5511,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/Touch.java,2185,True,7,19,23220,4,7,3173,2,407,0.259162303665,225,127,0.564444444444,0.678571428571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,6,BAD_PRACTICE,0.0502933780386,NM_CONFUSING,19,3,0,0.30693877551,0.00489795918367,0.000408163265306,-0.5,0.366666666667,0.00928888888889,0.308300395257,0.45773666,-0.266666666667,0.00586756077117,0.0628667225482,0.45773666,-0.351063829787,-0.666666666667,87,12307,3839,13341,128,0.0,22,164,-36,314,0.0105474459844,267,288,20,575,0,-21,0,0.0722790650255,0,74661,0,51711,5511,0,131883,22950,0.0788453122743,377,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1411,13497,20,1054,1
7350,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/TouchTest.java,2747,True,4,20,23220,1,8,3173,1,407,0.333333333333,83,75,0.903614457831,0.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,4,STYLE,0.010896898575,DLS_DEAD_LOCAL_STORE,17,2,1,0.30693877551,0.00326530612245,0.000816326530612,1.0,0.615384615385,0.00788954635108,0.253298153034,0.448765691617,0.230769230769,0.00586756077117,0.0779547359598,0.448765691617,-0.351063829787,0.0,13,5435,2550,6469,128,0.0,22,164,-36,314,0.0105474459844,115,162,3,280,0,-47,0,0.0507125596613,0,74661,0,51711,5511,0,131883,22950,0.0788453122743,2618,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,3653,13497,20,1054,0
7350,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/TouchTest.java,2747,True,4,20,23220,1,8,3173,1,407,0.382513661202,83,75,0.903614457831,0.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,4,STYLE,0.010896898575,DLS_DEAD_LOCAL_STORE,17,2,1,0.30693877551,0.00326530612245,0.000816326530612,1.0,0.615384615385,0.00788954635108,0.253298153034,0.448765691617,0.230769230769,0.00586756077117,0.0779547359598,0.448765691617,-0.351063829787,0.0,13,5435,2550,6469,128,0.0,22,164,-36,314,0.0105474459844,115,162,3,280,0,-47,0,0.0507125596613,0,74661,0,51711,5511,0,131883,22950,0.0788453122743,2618,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,3653,13497,20,1054,0
7350,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/TouchTest.java,2747,True,3,20,23220,1,4,3173,1,407,0.24043715847,83,75,0.903614457831,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,4,CORRECTNESS,0.0712489522213,IJU_TEARDOWN_NO_SUPER,7,2,1,0.30693877551,0.00326530612245,0.000816326530612,-1.0,0.764705882353,0.0163573450771,0.690265486726,0.24869245239,0.529411764706,0.0,0.0653813914501,0.24869245239,-0.351063829787,0.0,14,6316,2747,7350,128,0.0,22,164,-36,314,0.0105474459844,115,162,3,280,0,-47,0,0.0507125596613,0,74661,0,51711,5511,0,131883,22950,0.0788453122743,2618,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,3653,13497,20,1054,1
7350,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/TouchTest.java,2747,True,3,20,23220,1,6,3173,1,407,1.68306010929,83,75,0.903614457831,0.833333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,4,BAD_PRACTICE,0.0502933780386,NM_CONFUSING,19,3,0,0.30693877551,0.00326530612245,0.000408163265306,-0.5,0.366666666667,0.00928888888889,0.308300395257,0.45773666,-0.266666666667,0.00586756077117,0.0628667225482,0.45773666,-0.351063829787,0.0,14,6316,2747,7350,128,0.0,22,164,-36,314,0.0105474459844,115,162,3,280,0,-47,0,0.0507125596613,0,74661,0,51711,5511,0,131883,22950,0.0788453122743,2618,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,3653,13497,20,1054,1
3090,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/Truncate.java,1400,True,0,10,23220,1,8,3173,1,407,0.832850241546,132,51,0.386363636364,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,2,MT_CORRECTNESS,0.0343671416597,IS2_INCONSISTENT_SYNC,17,2,0,0.30693877551,0.00163265306122,0.0,0.0,0.243902439024,0.0263448627518,0.293103448276,0.131814557337,-0.512195121951,0.00335289186924,0.010896898575,0.131814557337,-0.351063829787,0.0,7,2056,1400,3090,128,0.0,22,164,-36,314,0.0105474459844,2,2,0,4,0,0,0,0.0028980679547,0,74661,0,51711,5511,0,131883,22950,0.0788453122743,709,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1744,13497,20,1054,0
3090,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/Truncate.java,1400,True,39,10,23220,1,0,3173,6,407,0.792270531401,132,51,0.386363636364,1.0,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,2,STYLE,0.0905280804694,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.30693877551,0.00163265306122,0.000816326530612,-1.0,0.12962962963,0.00376085962506,0.253298153034,0.448765691617,-0.740740740741,0.00586756077117,0.0779547359598,0.448765691617,-0.351063829787,0.0,7,2056,1400,3090,128,0.0,22,164,-36,314,0.0105474459844,2,2,0,4,0,0,0,0.0028980679547,0,74661,0,51711,5511,0,131883,22950,0.0788453122743,709,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1744,13497,20,1054,1
9417,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/Tstamp.java,3210,True,0,4,23220,3,0,3173,1,407,0.927573529412,180,128,0.711111111111,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,2,PERFORMANCE,0.0192791282481,DM_NUMBER_CTOR,18,2,1,0.30693877551,0.00163265306122,0.000816326530612,-1.0,0.0869565217391,0.00529300567108,0.338842975207,0.220970467026,-0.826086956522,0.00251466890193,0.0343671416597,0.220970467026,-0.351063829787,-1.0,65,10195,3314,11229,128,0.0,22,164,-36,314,0.0105474459844,492,349,7,848,0,143,0,0.0553878741216,0,74661,0,51711,5511,0,131883,22950,0.0788453122743,382,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1416,13497,20,1054,1
