F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-String[],F16-char[],F16-Boolean,F16-Object,F16-NA,F16-ExecRow,F16-Conglomerate,F16-void,F16-int,F16-ScanController,F16-Properties,F16-boolean,F16-PrintWriter,F16-RandomAccessFile,F16-String,F16-SQLException,F16-FileOutputStream,F16-TupleDescriptor,F16-Void,F16-ExecIndexRow,F3-NA,F3-int[],F3-Integer,F3-Long,F3-PrintStream,F3-ResultSet,F3-InputStream,F3-TransactionController,F3-null,F3-byte[],F3-boolean,F3-Object[],F3-char,F3-String,F3-long,F3-int,F3-PrintWriter,F3-SQLException,F3-QualifiedIdentifier,F3-Connection,F7-|,F7--,F7-/,F7-++,F7--=,F7---,F7-+=,F7-&,F7-NA,F7-+,F12-long,F12-int,F12-NA,F12-LocalizedResource,F12-boolean,F12-LocalizedOutput,F12-SQLException,F12-int[],F12-String[],F12-byte[],F12-String,F12-Connection,F12-ArrayList<ResultSet>,F12-Hashtable,F12-ConnectionEnv,F12-PrintStream,F12-Statement,F12-ResultSet,F12-TypeDescriptor,F17-static,F17-final,F17-NA,F17-final-final,F2-ResultSet,F2-Class,F2-JDBCDisplayUtil,F2-BrokeredConnection,F2-NA,F2-UCode_CharStream,F2-Runtime,F2-Integer,F2-StringBuffer,F2-Properties,F2-Connection,F2-String,F2-ij,F2-PreparedStatement,F2-System,F2-SQLParserTokenManager,F2-DRDAConnThread,F2-Hashtable<Integer String>,F2-Statement,F2-File,F6-java.io.RandomAccessFile,F6-org.apache.derby.impl.sql.compile.IsNullNode,F6-NA,F6-java.lang.Long,F6-java.io.FileWriter,F6-java.io.InputStreamReader,F6-java.io.FileOutputStream,F6-org.apache.derby.impl.sql.compile.FromList,F6-java.util.Properties,F6-java.io.FileInputStream,F6-java.io.PrintWriter,F6-java.lang.Integer,F6-java.io.File,F6-java.lang.String,F6-org.apache.derby.impl.sql.execute.rts.XPLAINResultSetTimingsDescriptor,F6-java.lang.Boolean,F6-java.lang.StringBuffer,F6-java.util.Vector<java.lang.String>,F6-org.apache.derby.impl.tools.ij.Token,F6-org.apache.derby.client.net.NetConnection,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F14-final,F1-executeQuery,F1-ReInit,F1-size,F1-NA,F1-getBoolean,F1-generateCsSQLException,F1-prepareStatement,F1-jj_consume_token,F1-next,F1-readChar,F1-get,F1-append,F1-equals,F1-getProperty,F1-put,F1-qualifiedIdentifier,F1-toString,F1-executeUpdate,F1-jjStopAtPos,F1-newException,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-javax.naming.InitialContext,F5-java.io.OutputStreamWriter,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.lang.Number,F5-java.util.Date,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.lang.Exception,F5-java.util.Dictionary,F9-indexName,F9-isXAConnection_,F9-password,F9-traceDirectory,F9-description,F9-containerId,F9-databaseName,F9-user,F9-serviceType,F9-cachedCharLength,F9-array,F9-unclosableInternalReader,F9-dataSourceName,F9-NA,F9-retrieveMessageText,F9-uuidFactory,F9-backupRoot,F9-loginTimeout,F9-portNumber,F9-length,F10-NA,F10-true,F19-NA,F19-interface,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Integer,F4-String[],F4-boolean,F4-InputStream,F4-long,F4-StringBuffer,F4-ResultSet,F4-Statement,F4-PreparedStatement,F4-char,F4-Token,F4-Connection,F4-Object,F4-void,F4-double,F4-QualifiedIdentifier,F4-int,F4-String,F4-SQLException,F8-EmbeddedBaseDataSource,F8-DDdependableFinder,F8-PermDescriptor,F8-TemporaryClob,F8-UpdateServiceProperties,F8-AuthenticationServiceBase,F8-ClientConnection,F8-RealHashScanStatistics,F8-ClientBaseDataSourceRoot,F8-DoubleProperties,F8-BaseDataFileFactory,F8-DRDAProtocolExceptionInfo,F8-AliasDescriptor,F8-mtTime,F8-RealTableScanStatistics,F8-RealHashTableStatistics,F8-NA,F8-ByteArray,F8-StatementKey,F8-NetworkServerControlImpl,F11-ignoreWebLogic,F11-langUtil,F11-scanned,F11-NA,F11-rowResult,F11-file,F11-propFile,F11-urlCheck,F11-displayColumns,F11-resultSet,F11-actions,F11-CONTAINER_KEY_MEMORY_USAGE,F11-catalogType,F11-num_pages,F11-kind,F11-used,F11-serialVersionUID,F11-portingOnly,F11-out,F11-IS_AT_LEAST_JDBC2,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-mamta@apache.org,F71-djd@apache.org,F71-lilywei@apache.org,F71-davidvc@apache.org,F71-kmarsden@apache.org,F71-rhillegas@apache.org,F71-bakksjo@apache.org,F71-mikem@apache.org,F71-myrnavl@apache.org,F71-kristwaa@apache.org,F71-dag@apache.org,F71-kahatlen@apache.org,F71-bandaram@apache.org,F71-oysteing@apache.org,F71-abrown@apache.org,F71-suresht@apache.org,F71-bernt@apache.org,F71-fuzzylogic@apache.org,F71-bpendleton@apache.org,F71-coar@apache.org,F74,F73,F84,F146,category
4429,org/apache/derby/impl/sql/catalog,org/apache/derby/impl/sql/catalog/SYSROLESRowFactory.java,2057,True,27,4,8437,1,12,651,2,52,0.5,153,61,0.398692810458,0.37037037037,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1,STYLE,0.039479039479,BC_UNCONFIRMED_CAST,17,2,1,0.0404411764706,0.000367647058824,0.000367647058824,-1.0,0.0412371134021,0.00101375933026,0.0347826086957,0.12810082212,-0.917525773196,0.00895400895401,0.00569800569801,0.12810082212,-0.927272727273,-1.0,2,2958,1859,3714,69,0.0,3,57,12,129,0.00825006515885,180,11,0,191,0,169,0,0.0557617357986,0,4467,0,1044,1929,0,7440,3423,0.0460439419858,2058,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2814,8135,17,772,open
4661,org/apache/derby/impl/sql/catalog,org/apache/derby/impl/sql/catalog/SYSROUTINEPERMSRowFactory.java,2147,True,30,9,8437,1,12,651,5,52,0.403100775194,175,53,0.302857142857,0.4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,3,STYLE,0.039479039479,BC_UNCONFIRMED_CAST,17,2,1,0.0404411764706,0.00110294117647,0.000367647058824,-1.0,0.0412371134021,0.00101375933026,0.0347826086957,0.12810082212,-0.917525773196,0.00895400895401,0.00569800569801,0.12810082212,-0.927272727273,-1.0,15,6636,2759,7392,69,0.0,3,57,12,129,0.00825006515885,48,83,4,135,0,-35,0,0.055623448516,0,4467,0,1044,1929,0,7440,3423,0.0460439419858,64,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,819,8135,17,772,open
4661,org/apache/derby/impl/sql/catalog,org/apache/derby/impl/sql/catalog/SYSROUTINEPERMSRowFactory.java,2147,True,44,9,8437,1,12,651,7,52,0.748062015504,175,53,0.302857142857,0.272727272727,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,3,STYLE,0.039479039479,BC_UNCONFIRMED_CAST,20,3,2,0.0404411764706,0.00110294117647,0.000735294117647,-1.0,0.0412371134021,0.00101375933026,0.0347826086957,0.12810082212,-0.917525773196,0.00895400895401,0.00569800569801,0.12810082212,-0.927272727273,-1.0,15,6636,2759,7392,69,0.0,3,57,12,129,0.00825006515885,48,83,4,135,0,-35,0,0.055623448516,0,4467,0,1044,1929,0,7440,3423,0.0460439419858,64,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,819,8135,17,772,open
4661,org/apache/derby/impl/sql/catalog,org/apache/derby/impl/sql/catalog/SYSROUTINEPERMSRowFactory.java,2147,True,22,9,8437,1,11,651,4,52,0.666666666667,175,53,0.302857142857,0.52479338843,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,3,STYLE,0.024827024827,SF_SWITCH_NO_DEFAULT,19,2,2,0.0404411764706,0.00110294117647,0.000735294117647,-1.0,0.0,0.0,0.0347826086957,0.12810082212,-1.0,0.00895400895401,0.00569800569801,0.12810082212,-0.927272727273,-1.0,15,6636,2759,7392,69,0.0,3,57,12,129,0.00825006515885,48,83,4,135,0,-35,0,0.055623448516,0,4467,0,1044,1929,0,7440,3423,0.0460439419858,64,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,819,8135,17,772,open
8134,org/apache/derby/impl/sql/catalog,org/apache/derby/impl/sql/catalog/SYSSCHEMASRowFactory.java,3245,True,25,4,8437,1,0,651,3,52,0.568965517241,132,55,0.416666666667,1.0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1,STYLE,0.039479039479,BC_UNCONFIRMED_CAST,17,2,1,0.0404411764706,0.000367647058824,0.000367647058824,-1.0,0.0412371134021,0.00101375933026,0.0347826086957,0.12810082212,-0.917525773196,0.00895400895401,0.00569800569801,0.12810082212,-0.927272727273,-1.0,14,7379,3245,8135,69,0.0,3,57,12,129,0.00825006515885,36,10,0,46,0,26,0,0.00777806267318,0,4467,0,1044,1929,0,7440,3423,0.0460439419858,2058,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2814,8135,17,772,open
3012,org/apache/derby/impl/sql/catalog,org/apache/derby/impl/sql/catalog/SYSSEQUENCESRowFactory.java,1398,True,47,4,8437,1,12,651,4,52,0.424437299035,191,64,0.335078534031,0.297872340426,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,2,STYLE,0.039479039479,BC_UNCONFIRMED_CAST,17,2,1,0.0404411764706,0.000735294117647,0.000367647058824,-1.0,0.0412371134021,0.00101375933026,0.0347826086957,0.12810082212,-0.917525773196,0.00895400895401,0.00569800569801,0.12810082212,-0.927272727273,0.0,3,2319,1454,3075,69,0.0,3,57,12,129,0.00825006515885,38,22,0,60,0,16,0,0.0820091489106,0,4467,0,1044,1929,0,7440,3423,0.0460439419858,2052,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2808,8135,17,772,open
3012,org/apache/derby/impl/sql/catalog,org/apache/derby/impl/sql/catalog/SYSSEQUENCESRowFactory.java,1398,True,46,4,8437,1,0,651,5,52,0.819935691318,191,64,0.335078534031,1.0,36,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,2,PERFORMANCE,0.0838420838421,DM_NUMBER_CTOR,18,2,1,0.0404411764706,0.000735294117647,0.000367647058824,1.0,0.315533980583,0.01349826798,0.201629327902,0.140921342955,-0.368932038835,0.00407000407,0.036223036223,0.140921342955,-0.927272727273,0.0,0,2052,1239,2808,69,0.0,3,57,12,129,0.00825006515885,38,22,0,60,0,16,0,0.0820091489106,0,4467,0,1044,1929,0,7440,3423,0.0460439419858,2052,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2808,8135,17,772,close
6093,org/apache/derby/impl/sql/catalog,org/apache/derby/impl/sql/catalog/SYSSTATEMENTSRowFactory.java,2450,True,66,6,8437,1,0,651,12,52,0.602197802198,247,136,0.550607287449,1.0,37,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1,STYLE,0.0891330891331,DLS_DEAD_LOCAL_STORE,17,2,1,0.0404411764706,0.000367647058824,0.000367647058824,-1.0,0.027397260274,0.000683247446242,0.0347826086957,0.12810082212,-0.945205479452,0.00895400895401,0.00569800569801,0.12810082212,-0.927272727273,-1.0,18,7379,3245,8135,69,0.0,3,57,12,129,0.00825006515885,39,7,0,46,0,32,0,0.00461345160426,0,4467,0,1044,1929,0,7440,3423,0.0460439419858,994,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1749,8135,17,772,open
8134,org/apache/derby/impl/sql/catalog,org/apache/derby/impl/sql/catalog/SYSSTATISTICSRowFactory.java,3245,True,29,4,8437,1,0,651,2,52,0.596078431373,156,53,0.339743589744,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,3,STYLE,0.039479039479,BC_UNCONFIRMED_CAST,17,2,1,0.0404411764706,0.00110294117647,0.000367647058824,-1.0,0.0412371134021,0.00101375933026,0.0347826086957,0.12810082212,-0.917525773196,0.00895400895401,0.00569800569801,0.12810082212,-0.927272727273,-1.0,14,7379,3245,8135,69,0.0,3,57,12,129,0.00825006515885,27,6,0,33,0,21,0,0.00309900204633,0,4467,0,1044,1929,0,7440,3423,0.0460439419858,2058,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2814,8135,17,772,open
8134,org/apache/derby/impl/sql/catalog,org/apache/derby/impl/sql/catalog/SYSSTATISTICSRowFactory.java,3245,True,30,4,8437,1,0,651,3,52,0.827450980392,156,53,0.339743589744,1.0,22,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,3,STYLE,0.0891330891331,DLS_DEAD_LOCAL_STORE,15,1,2,0.0404411764706,0.00110294117647,0.000735294117647,-1.0,0.027397260274,0.000683247446242,0.0347826086957,0.12810082212,-0.945205479452,0.00895400895401,0.00569800569801,0.12810082212,-0.927272727273,-1.0,14,7379,3245,8135,69,0.0,3,57,12,129,0.00825006515885,27,6,0,33,0,21,0,0.00309900204633,0,4467,0,1044,1929,0,7440,3423,0.0460439419858,2058,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2814,8135,17,772,open
8134,org/apache/derby/impl/sql/catalog,org/apache/derby/impl/sql/catalog/SYSSTATISTICSRowFactory.java,3245,True,30,4,8437,1,0,651,3,52,0.858823529412,156,53,0.339743589744,1.0,22,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,3,STYLE,0.0891330891331,DLS_DEAD_LOCAL_STORE,17,2,2,0.0404411764706,0.00110294117647,0.000735294117647,-1.0,0.027397260274,0.000683247446242,0.0347826086957,0.12810082212,-0.945205479452,0.00895400895401,0.00569800569801,0.12810082212,-0.927272727273,-1.0,14,7379,3245,8135,69,0.0,3,57,12,129,0.00825006515885,27,6,0,33,0,21,0,0.00309900204633,0,4467,0,1044,1929,0,7440,3423,0.0460439419858,2058,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2814,8135,17,772,open
7392,org/apache/derby/impl/sql/catalog,org/apache/derby/impl/sql/catalog/SYSTABLEPERMSRowFactory.java,2759,True,47,11,8437,1,12,651,4,52,0.316076294278,285,48,0.168421052632,0.382978723404,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,5,STYLE,0.039479039479,BC_UNCONFIRMED_CAST,17,2,1,0.0404411764706,0.00183823529412,0.000367647058824,-1.0,0.0412371134021,0.00101375933026,0.0347826086957,0.12810082212,-0.917525773196,0.00895400895401,0.00569800569801,0.12810082212,-0.927272727273,-1.0,13,6636,2759,7392,69,0.0,3,57,12,129,0.00825006515885,54,30,0,84,0,24,0,0.0191452387399,0,4467,0,1044,1929,0,7440,3423,0.0460439419858,2058,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2814,8135,17,772,open
