F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-String[],F16-Boolean,F16-Object,F16-NA,F16-ExecRow,F16-Conglomerate,F16-void,F16-GroupFetchScanController,F16-int,F16-ScanController,F16-Properties,F16-boolean,F16-PrintWriter,F16-RandomAccessFile,F16-String,F16-SQLException,F16-FileOutputStream,F16-TupleDescriptor,F16-Void,F16-ExecIndexRow,F3-NA,F3-int[],F3-Integer,F3-Long,F3-PrintStream,F3-ResultSet,F3-InputStream,F3-TransactionController,F3-null,F3-byte[],F3-boolean,F3-char,F3-String,F3-long,F3-ExecRow,F3-int,F3-PrintWriter,F3-SQLException,F3-QualifiedIdentifier,F3-Connection,F7-|,F7--,F7-/,F7-++,F7--=,F7---,F7-+=,F7-&,F7-NA,F7-*,F7-+,F12-long,F12-int,F12-NA,F12-LocalizedResource,F12-boolean,F12-LocalizedOutput,F12-SQLException,F12-int[],F12-String[],F12-byte[],F12-String,F12-Connection,F12-ArrayList<ResultSet>,F12-Hashtable,F12-ConnectionEnv,F12-PrintStream,F12-Class[],F12-Statement,F12-ResultSet,F12-TypeDescriptor,F17-static,F17-final,F17-NA,F17-final-final,F2-ResultSet,F2-SystemProcedures,F2-JDBCDisplayUtil,F2-BrokeredConnection,F2-NA,F2-UCode_CharStream,F2-Runtime,F2-Integer,F2-StringBuffer,F2-Properties,F2-Connection,F2-String,F2-ij,F2-PreparedStatement,F2-System,F2-SQLParserTokenManager,F2-DRDAConnThread,F2-Hashtable<Integer String>,F2-Statement,F2-File,F6-java.io.RandomAccessFile,F6-org.apache.derby.impl.sql.compile.IsNullNode,F6-NA,F6-java.lang.Long,F6-java.io.FileWriter,F6-java.io.FileOutputStream,F6-java.io.InputStreamReader,F6-org.apache.derby.impl.sql.compile.FromList,F6-java.util.Properties,F6-java.io.FileInputStream,F6-java.io.PrintWriter,F6-java.lang.Integer,F6-java.io.File,F6-java.lang.Boolean,F6-java.lang.String,F6-org.apache.derby.impl.sql.execute.rts.XPLAINResultSetTimingsDescriptor,F6-java.lang.StringBuffer,F6-java.lang.StringBuilder,F6-java.util.Vector<java.lang.String>,F6-org.apache.derby.impl.tools.ij.Token,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F14-final,F1-executeQuery,F1-ReInit,F1-size,F1-NA,F1-getBoolean,F1-generateCsSQLException,F1-prepareStatement,F1-jj_consume_token,F1-next,F1-getDefaultConn,F1-readChar,F1-get,F1-append,F1-equals,F1-getProperty,F1-put,F1-qualifiedIdentifier,F1-toString,F1-jjStopAtPos,F1-newException,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-javax.naming.InitialContext,F5-java.io.OutputStreamWriter,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.lang.Number,F5-java.util.Date,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.lang.Exception,F5-java.util.Dictionary,F9-isXAConnection_,F9-password,F9-traceDirectory,F9-description,F9-containerId,F9-databaseName,F9-user,F9-serviceType,F9-cachedCharLength,F9-array,F9-unclosableInternalReader,F9-dataSourceName,F9-NA,F9-retrieveMessageText,F9-objectType,F9-uuidFactory,F9-backupRoot,F9-loginTimeout,F9-portNumber,F9-length,F10-NA,F10-true,F19-NA,F19-interface,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Pkgnamcsn,F4-boolean,F4-InputStream,F4-long,F4-StringBuffer,F4-ResultSet,F4-Statement,F4-PreparedStatement,F4-KeyStore,F4-char,F4-Token,F4-Connection,F4-Object,F4-void,F4-double,F4-QualifiedIdentifier,F4-int,F4-String,F4-SQLException,F8-EmbeddedBaseDataSource,F8-DRDAServerStarter,F8-DDdependableFinder,F8-PermDescriptor,F8-TemporaryClob,F8-UpdateServiceProperties,F8-AuthenticationServiceBase,F8-ClientConnection,F8-RealHashScanStatistics,F8-ClientBaseDataSourceRoot,F8-DoubleProperties,F8-BaseDataFileFactory,F8-DRDAProtocolExceptionInfo,F8-AliasDescriptor,F8-mtTime,F8-NA,F8-MeteredStream,F8-ByteArray,F8-StatementKey,F8-ijRowResult,F11-ignoreWebLogic,F11-langUtil,F11-scanned,F11-NA,F11-DS_GET_CONN_TYPES,F11-file,F11-propFile,F11-urlCheck,F11-displayColumns,F11-resultSet,F11-actions,F11-CONTAINER_KEY_MEMORY_USAGE,F11-catalogType,F11-num_pages,F11-kind,F11-used,F11-serialVersionUID,F11-portingOnly,F11-currentConnEnv,F11-out,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-mamta@apache.org,F71-djd@apache.org,F71-lilywei@apache.org,F71-davidvc@apache.org,F71-kmarsden@apache.org,F71-rhillegas@apache.org,F71-bakksjo@apache.org,F71-mikem@apache.org,F71-myrnavl@apache.org,F71-kristwaa@apache.org,F71-dag@apache.org,F71-kahatlen@apache.org,F71-bandaram@apache.org,F71-oysteing@apache.org,F71-suresht@apache.org,F71-dyre@apache.org,F71-bernt@apache.org,F71-fuzzylogic@apache.org,F71-bpendleton@apache.org,F71-coar@apache.org,F74,F73,F84,F146,category
905,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/BaseActivation.java,335,True,3,119,18107,1,8,1639,1,162,0.738970588235,1051,581,0.552806850618,0.666666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,5,STYLE,0.00161355385236,NP_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,17,3,1,0.0593103448276,0.00172413793103,0.000344827586207,-1.0,0.0,0.0,0.0301886792453,0.132815665118,-1.0,0.00887454618798,0.00524405002017,0.132815665118,-0.872093023256,-1.0,23,2975,1980,3410,1378,0.0,29,88,1290,1495,0.00921093566393,154,18,2,174,0,136,0,0.0450388118315,0,9185,0,1428,1971,0,12584,7757,0.0199489384564,182,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,617,8135,26,460,1
905,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/BaseActivation.java,335,True,0,119,18107,1,0,1639,1,162,0.716911764706,1051,581,0.552806850618,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,5,STYLE,0.00242033077854,UWF_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,17,2,0,0.0593103448276,0.00172413793103,0.0,0.0,0.0,0.0,0.0301886792453,0.132815665118,-1.0,0.00887454618798,0.00524405002017,0.132815665118,-0.872093023256,-1.0,52,7700,3519,8135,1378,0.0,29,88,1290,1495,0.00921093566393,154,18,2,174,0,136,0,0.0450388118315,0,9185,0,1428,1971,0,12584,7757,0.0199489384564,182,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,617,8135,26,460,1
905,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/BaseActivation.java,335,True,0,119,18107,1,0,1639,1,162,0.292542016807,1051,581,0.552806850618,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,5,STYLE,0.00242033077854,UWF_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,20,3,0,0.0593103448276,0.00172413793103,0.0,0.0,0.0,0.0,0.0301886792453,0.132815665118,-1.0,0.00887454618798,0.00524405002017,0.132815665118,-0.872093023256,-1.0,52,7700,3519,8135,1378,0.0,29,88,1290,1495,0.00921093566393,154,18,2,174,0,136,0,0.0450388118315,0,9185,0,1428,1971,0,12584,7757,0.0199489384564,182,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,617,8135,26,460,1
744,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/BasicNoPutResultSetImpl.java,265,True,0,54,18107,3,5,1639,1,162,0.996615905245,675,357,0.528888888889,1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,1,BAD_PRACTICE,0.00080677692618,SE_COMPARATOR_SHOULD_BE_SERIALIZABLE,19,2,0,0.0593103448276,0.000344827586207,0.0,0.0,0.0,0.0,0.0593824228029,0.155913080574,-1.0,0.00524405002017,0.00605082694635,0.155913080574,-0.872093023256,-1.0,25,7699,3519,8134,1378,0.0,29,88,1290,1495,0.00921093566393,128,16,51,195,0,112,0,0.0660696044584,0,9185,0,1428,1971,0,12584,7757,0.0199489384564,278,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,713,8135,26,460,1
739,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/BulkTableScanResultSet.java,263,True,0,11,18107,1,2,1639,1,162,0.167728237792,279,142,0.508960573477,1.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,1,STYLE,0.00968132311416,RI_REDUNDANT_INTERFACES,20,3,0,0.0593103448276,0.000344827586207,0.0,0.0,0.208333333333,0.00412326388889,0.0301886792453,0.132815665118,-0.583333333333,0.00887454618798,0.00524405002017,0.132815665118,-0.872093023256,-1.0,17,7699,3519,8134,1378,0.0,29,88,1290,1495,0.00921093566393,105,11,39,155,0,94,0,0.0262676027813,0,9185,0,1428,1971,0,12584,7757,0.0199489384564,209,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,644,8135,26,460,1
961,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/CardinalityCounter.java,353,True,22,13,18107,1,0,1639,7,162,0.880952380952,107,32,0.299065420561,1.0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,1,STYLE,0.00121016538927,SA_FIELD_DOUBLE_ASSIGNMENT,20,3,1,0.0593103448276,0.000344827586207,0.000344827586207,-1.0,0.0,0.0,0.0301886792453,0.132815665118,-1.0,0.00887454618798,0.00524405002017,0.132815665118,-0.872093023256,-1.0,12,7700,3519,8135,1378,0.00358262427228,29,88,1290,1495,0.00921093566393,22,1,0,23,0,21,8,0.000764192625899,8,9185,0,1428,1971,8,12584,7757,0.0199489384564,55,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,489,8135,26,460,1
4660,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/CreateConstraintConstantAction.java,2421,True,21,7,18107,1,0,1639,5,162,0.975986277873,356,139,0.390449438202,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,3,PERFORMANCE,0.00161355385236,DM_STRING_TOSTRING,20,3,1,0.0593103448276,0.00103448275862,0.000344827586207,-1.0,0.25,0.0125,0.231101511879,0.153502582255,-0.5,0.00443727309399,0.0387252924566,0.153502582255,-0.872093023256,-0.333333333333,20,7700,3519,8135,1378,0.00409332787556,29,88,1290,1495,0.00921093566393,74,6,1,81,1,68,9,0.0273592965945,10,9185,0,1428,1971,8,12584,7757,0.0199489384564,55,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,489,8135,26,460,1
4660,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/CreateConstraintConstantAction.java,2421,True,122,7,18107,1,0,1639,31,162,0.51114922813,356,139,0.390449438202,1.0,95,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,3,STYLE,0.00887454618798,UC_USELESS_CONDITION,19,3,1,0.0593103448276,0.00103448275862,0.000344827586207,1.0,0.0454545454545,0.0010847107438,0.0301886792453,0.132815665118,-0.909090909091,0.00887454618798,0.00524405002017,0.132815665118,-0.872093023256,-0.333333333333,2,153,97,588,1378,0.00409332787556,29,88,1290,1495,0.00921093566393,74,6,1,81,1,68,9,0.0273592965945,10,9185,0,1428,1971,8,12584,7757,0.0199489384564,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,489,8135,26,460,0
5183,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/CreateIndexConstantAction.java,2520,True,242,10,18107,1,0,1639,56,162,0.702842377261,642,393,0.61214953271,1.0,168,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,2,STYLE,0.0217829770069,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,18,2,2,0.0593103448276,0.000689655172414,0.000689655172414,-1.0,0.0185185185185,0.00045438957476,0.0301886792453,0.132815665118,-0.962962962963,0.00887454618798,0.00524405002017,0.132815665118,-0.872093023256,-1.0,8,3498,2216,3933,1378,0.0103461997612,29,88,1290,1495,0.00921093566393,128,13,19,160,4,115,4,0.0185356713766,26,9185,18,1428,1971,0,12584,7757,0.0199489384564,55,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,489,8135,26,460,1
5183,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/CreateIndexConstantAction.java,2520,True,242,10,18107,1,0,1639,56,162,0.547803617571,642,393,0.61214953271,1.0,168,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,2,STYLE,0.00887454618798,UC_USELESS_CONDITION,19,3,2,0.0593103448276,0.000689655172414,0.000689655172414,-1.0,0.0454545454545,0.0010847107438,0.0301886792453,0.132815665118,-0.909090909091,0.00887454618798,0.00524405002017,0.132815665118,-0.872093023256,-1.0,26,7700,3519,8135,1378,0.0103461997612,29,88,1290,1495,0.00921093566393,128,13,19,160,4,115,4,0.0185356713766,26,9185,18,1428,1971,0,12584,7757,0.0199489384564,55,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,489,8135,26,460,1
8134,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/CreateTableConstantAction.java,3519,True,82,3,18107,1,0,1639,23,162,0.408163265306,234,97,0.41452991453,1.0,85,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,1,STYLE,0.0919725695845,DLS_DEAD_LOCAL_STORE,17,2,1,0.0593103448276,0.000344827586207,0.000344827586207,-1.0,0.0219298245614,0.000536222683903,0.0301886792453,0.132815665118,-0.956140350877,0.00887454618798,0.00524405002017,0.132815665118,-0.872093023256,-1.0,15,7700,3519,8135,1378,0.0,29,88,1290,1495,0.00921093566393,18,7,11,36,0,11,0,0.0125551171473,0,9185,0,1428,1971,0,12584,7757,0.0199489384564,278,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,713,8135,26,460,1
8134,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/CurrentDatetime.java,3519,True,7,6,18107,1,0,1639,2,162,0.736842105263,76,20,0.263157894737,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,2,MALICIOUS_CODE,0.00685760387253,EI_EXPOSE_REP,18,2,1,0.0593103448276,0.000689655172414,0.000344827586207,-1.0,0.0,0.0,0.0227272727273,0.119705578512,-1.0,0.0,0.00040338846309,0.119705578512,-0.872093023256,-1.0,6,7700,3519,8135,1378,0.0,29,88,1290,1495,0.00921093566393,7,0,0,7,0,7,0,5.1585289644e-06,0,9185,0,1428,1971,0,12584,7757,0.0199489384564,5091,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5543,8135,26,460,1
