F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-Comparable<String>,F16-String[],F16-Comparable<Boolean>,F16-Map<String String>,F16-List<ObjectName>,F16-long,F16-Object,F16-PreparedStatement,F16-NA,F16-void,F16-SSLSupport,F16-int,F16-boolean,F16-Comparable<Date>,F16-ELContextImpl,F16-String,F16-Method,F16-JspApplicationContext,F16-Void,F16-WebResource,F3-NA,F3-Session,F3-Integer,F3-PooledConnectionAndInfo,F3-Class<?>[],F3-InputStream,F3-ELContext,F3-MappedHost[],F3-byte[],F3-boolean,F3-Object,F3-Object[],F3-key.getSql(),F3-String,F3-long,F3-Reader,F3-int,F3-String[],F3-ObjectName,F3-Level,F7--,F7-&=,F7-++,F7-|=,F7-+=,F7-NA,F7-+,F12-long,F12-int,F12-HashMap<String Method>,F12-NA,F12-AtomicInteger,F12-TemplatePathMatchComparator,F12-boolean,F12-byte[],F12-Comparator<Session>,F17-static,F17-static-final,F17-final,F17-NA,F2-StringBuilder,F2-InstanceKeyDataSource,F2-ELParser,F2-NA,F2-SimpleCharStream,F2-ByteArrayOutputStream,F2-MBeanServer,F2-Properties,F2-Object,F2-Connection,F2-StringReader,F2-String,F2-Hashtable<String Integer>,F2-JDBCStore,F2-AccessibleObject,F2-Class<>,F2-System,F2-Map<String LockRecord>,F2-Statement,F2-File,F6-NA,F6-java.lang.Long,F6-org.apache.jasper.compiler.JspConfig.JspProperty,F6-java.io.InputStreamReader,F6-java.io.FileInputStream,F6-org.apache.el.parser.Token,F6-java.io.PrintStream,F6-java.net.URL,F6-java.lang.Float,F6-java.lang.Integer,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.tomcat.jni.Library,F6-java.util.Date,F6-java.lang.Double,F6-org.apache.catalina.ha.context.ReplicatedContext.ReplApplContext,F6-java.lang.Throwable,F6-java.io.BufferedReader,F6-org.apache.el.parser.PropertyNotFoundException,F13-private,F13-NA,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-invoke,F1-ReInit,F1-delete,F1-NA,F1-jj_ntk,F1-prepareStatement,F1-jj_consume_token,F1-getString,F1-getBytes,F1-setAccessible,F1-get,F1-append,F1-getConnection,F1-openNodeScope,F1-getProperty,F1-put,F1-currentTimeMillis,F1-toString,F1-list,F1-length,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.util.logging.Logger,F5-ApplicationContext,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.lang.Number,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-javax.management.MBeanFeatureInfo,F5-java.io.OutputStream,F5-java.lang.Exception,F9-cluster,F9-encoding,F9-accessed,F9-options,F9-sessionIdCol,F9-sessionAppCol,F9-locks,F9-lastAccess,F9-size,F9-servletClass,F9-jaasConfiguration,F9-view,F9-payload,F9-NA,F9-wrapper,F9-uniqueId,F9-serviceqname,F9-membershipService,F9-message,F9-jarEntry,F10-NA,F10-true,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-Integer,F4-boolean,F4-Constructor,F4-long,F4-E,F4-PreparedStatement,F4-LockRecord,F4-Token,F4-Connection,F4-Object,F4-byte[],F4-File,F4-void,F4-Buffer,F4-StringBuilder,F4-String,F4-int,F4-Method,F8-AccessLogValve,F8-LambdaExpressionComparator,F8-JarInputStreamWrapper,F8-StandardWrapper,F8-AbstractCatalinaTask,F8-ResultSetProxy,F8-GatherState<A>,F8-McastService,F8-StatementEntry,F8-MapMessage,F8-JAASRealm,F8-HostManagerServlet,F8-ContextService,F8-ChannelData,F8-CoordinationEvent,F8-JDBCStore,F8-NA,F8-FaultyMember,F8-ObjectReader,F8-ChannelCoordinator,F11-START_DATA,F11-INSTANCE,F11-type,F11-fnmap,F11-NA,F11-serialVersionUID,F11-comparator,F11-submittedCount,F11-hasHashCode,F11-hashCode,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-mturk@apache.org,F71-jboynes@apache.org,F71-remm@apache.org,F71-fhanik@apache.org,F71-kfujino@apache.org,F71-funkman@apache.org,F71-costin@apache.org,F71-kkolinko@apache.org,F71-jhook@apache.org,F71-schultz@apache.org =  schultz = Christopher Schultz schultz@apache.org@apache.org,F71-markt@apache.org,F71-timw@apache.org,F71-billbarker@apache.org,F71-jfclere@apache.org,F71-rjung@apache.org,F71-pero@apache.org,F71-schultz@apache.org,F71-violetagg@apache.org,F71-markt@apache.org =  markt = Mark Emlyn David Thomas markt@apache.org@apache.org,F71-slaurent@apache.org,F74,F73,F84,F146,category,status
17995,org/apache/jasper/runtime,org/apache/jasper/runtime/JspWriterImpl.java,3109,True,0,39,1160,2,16,250,1,43,0.202680067002,299,240,0.802675585284,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,31,1,PERFORMANCE,0.0258503401361,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.0171935662784,0.000554631170272,0.0,0.0,0.342105263158,0.0150046168052,0.714285714286,0.336177430726,-0.315789473684,0.0571428571429,0.0244897959184,0.336177430726,-0.354838709677,-1.0,12,13326,3109,17995,0,0.0,0,0,0,0,0.0,552,20,17,589,0,532,0,0.0786490351602,0,2951,0,336,210,0,3497,2615,0.0438642480205,3721,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8390,17995,1393,6061,open,open
17995,org/apache/jasper/runtime,org/apache/jasper/runtime/PageContextImpl.java,3109,True,25,45,1160,14,20,250,5,43,0.725773195876,721,104,0.144244105409,0.72,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,31,5,STYLE,0.0163265306122,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.0171935662784,0.00277315585136,0.000554631170272,-1.0,0.375,0.00732421875,0.303571428571,0.377930925742,-0.25,0.0115646258503,0.0931972789116,0.377930925742,-0.354838709677,-1.0,21,8676,1529,13345,0,0.0,0,0,0,0,0.0,101,105,6,212,0,-4,0,0.0512265930967,0,2951,0,336,210,0,3497,2615,0.0438642480205,1504,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6172,17995,1393,6061,open,open
17995,org/apache/jasper/runtime,org/apache/jasper/runtime/PageContextImpl.java,3109,True,26,45,1160,14,20,250,6,43,0.855670103093,721,104,0.144244105409,0.730769230769,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,31,5,STYLE,0.0163265306122,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.0171935662784,0.00277315585136,0.000554631170272,-1.0,0.375,0.00732421875,0.303571428571,0.377930925742,-0.25,0.0115646258503,0.0931972789116,0.377930925742,-0.354838709677,-1.0,21,8676,1529,13345,0,0.0,0,0,0,0,0.0,101,105,6,212,0,-4,0,0.0512265930967,0,2951,0,336,210,0,3497,2615,0.0438642480205,1504,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6172,17995,1393,6061,open,open
17995,org/apache/jasper/runtime,org/apache/jasper/runtime/PageContextImpl.java,3109,True,25,45,1160,14,20,250,5,43,0.685567010309,721,104,0.144244105409,0.72,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,31,5,STYLE,0.0163265306122,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.0171935662784,0.00277315585136,0.000554631170272,-1.0,0.375,0.00732421875,0.303571428571,0.377930925742,-0.25,0.0115646258503,0.0931972789116,0.377930925742,-0.354838709677,-1.0,21,8676,1529,13345,0,0.0,0,0,0,0,0.0,101,105,6,212,0,-4,0,0.0512265930967,0,2951,0,336,210,0,3497,2615,0.0438642480205,1504,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6172,17995,1393,6061,open,open
17995,org/apache/jasper/runtime,org/apache/jasper/runtime/PageContextImpl.java,3109,True,64,45,1160,14,16,250,7,43,0.182474226804,721,104,0.144244105409,0.1015625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,31,5,STYLE,0.000680272108844,DB_DUPLICATE_BRANCHES,17,2,1,0.0171935662784,0.00277315585136,0.000554631170272,-1.0,0.0,0.0,0.303571428571,0.377930925742,-1.0,0.0115646258503,0.0931972789116,0.377930925742,-0.354838709677,-1.0,21,8676,1529,13345,0,0.0,0,0,0,0,0.0,101,105,6,212,0,-4,0,0.0512265930967,0,2951,0,336,210,0,3497,2615,0.0438642480205,1504,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6172,17995,1393,6061,open,open
17995,org/apache/jasper/runtime,org/apache/jasper/runtime/PageContextImpl.java,3109,True,35,45,1160,14,0,250,10,43,0.881443298969,721,104,0.144244105409,1.0,32,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,31,5,PERFORMANCE,0.0360544217687,DM_NUMBER_CTOR,20,3,1,0.0171935662784,0.00277315585136,0.000554631170272,-1.0,0.905660377358,0.00569597721609,0.714285714286,0.336177430726,0.811320754717,0.0571428571429,0.0244897959184,0.336177430726,-0.354838709677,-1.0,16,7815,1390,12484,0,0.0,0,0,0,0,0.0,101,105,6,212,0,-4,0,0.0512265930967,0,2951,0,336,210,0,3497,2615,0.0438642480205,1504,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6172,17995,1393,6061,open,open
17995,org/apache/jasper/runtime,org/apache/jasper/runtime/ProtectedFunctionMapper.java,3109,True,0,5,1160,5,28,250,1,43,0.514851485149,107,81,0.757009345794,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,31,1,PERFORMANCE,0.0258503401361,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.0171935662784,0.000554631170272,0.0,0.0,0.342105263158,0.0150046168052,0.714285714286,0.336177430726,-0.315789473684,0.0571428571429,0.0244897959184,0.336177430726,-0.354838709677,1.0,10,13326,3109,17995,0,0.0,0,0,0,0,0.0,174,5,7,186,0,169,0,0.0003741144396,0,2951,0,336,210,0,3497,2615,0.0438642480205,4343,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9013,17995,1393,6061,close,close
17995,org/apache/jasper/runtime,org/apache/jasper/runtime/ServletResponseWrapperInclude.java,3109,True,5,4,1160,1,8,250,1,43,0.632911392405,33,35,1.06060606061,0.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,31,1,STYLE,0.0210884353741,BC_UNCONFIRMED_CAST,20,3,1,0.0171935662784,0.000554631170272,0.000554631170272,-1.0,0.451612903226,0.00773933402706,0.303571428571,0.377930925742,-0.0967741935484,0.0115646258503,0.0931972789116,0.377930925742,-0.354838709677,-1.0,2,8676,1529,13345,0,0.0,0,0,0,0,0.0,60,7,0,67,0,53,0,0.00491984294291,0,2951,0,336,210,0,3497,2615,0.0438642480205,4523,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9193,17995,1393,6061,open,open
17620,org/apache/jasper/servlet,org/apache/jasper/servlet/JspCServletContext.java,2902,True,30,55,253,1,8,110,13,11,0.567821067821,356,192,0.539325842697,0.283333333333,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,STYLE,0.00544217687075,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,13,2,1,0.00499168053245,0.000554631170272,0.000554631170272,-1.0,0.125,0.00341796875,0.303571428571,0.377930925742,-0.75,0.0115646258503,0.0931972789116,0.377930925742,-0.777777777778,-1.0,40,13326,3109,17995,29,0.0,0,5,24,34,0.0628729752771,361,81,300,742,0,280,0,0.0833758437368,0,1498,0,253,504,0,2255,1245,0.161835521256,1042,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5710,17995,100,4768,open,open
17995,org/apache/jasper/servlet,org/apache/jasper/servlet/JspServletWrapper.java,3109,True,0,22,253,1,16,110,1,11,0.463945578231,394,130,0.329949238579,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9,4,MT_CORRECTNESS,0.034693877551,IS2_INCONSISTENT_SYNC,17,2,0,0.00499168053245,0.00221852468109,0.0,0.0,0.294117647059,0.0148294611962,0.280373831776,0.275845217156,-0.411764705882,0.00272108843537,0.0190476190476,0.275845217156,-0.777777777778,-1.0,56,13326,3109,17995,29,0.200980392157,0,5,24,34,0.0628729752771,585,76,30,691,2,509,21,0.095529020253,23,1498,0,253,504,19,2255,1245,0.161835521256,260,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,4928,17995,100,4768,open,open
17995,org/apache/jasper/servlet,org/apache/jasper/servlet/JspServletWrapper.java,3109,True,0,22,253,1,22,110,1,11,0.73537414966,394,130,0.329949238579,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9,4,MT_CORRECTNESS,0.034693877551,IS2_INCONSISTENT_SYNC,20,3,0,0.00499168053245,0.00221852468109,0.0,0.0,0.294117647059,0.0148294611962,0.280373831776,0.275845217156,-0.411764705882,0.00272108843537,0.0190476190476,0.275845217156,-0.777777777778,-1.0,13,8125,1432,12794,29,0.200980392157,0,5,24,34,0.0628729752771,585,76,30,691,2,509,21,0.095529020253,23,1498,0,253,504,19,2255,1245,0.161835521256,260,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,4928,17995,100,4768,open,open
17995,org/apache/jasper/servlet,org/apache/jasper/servlet/JspServletWrapper.java,3109,True,0,22,253,1,22,110,1,11,0.658163265306,394,130,0.329949238579,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9,4,MT_CORRECTNESS,0.034693877551,IS2_INCONSISTENT_SYNC,20,3,0,0.00499168053245,0.00221852468109,0.0,0.0,0.294117647059,0.0148294611962,0.280373831776,0.275845217156,-0.411764705882,0.00272108843537,0.0190476190476,0.275845217156,-0.777777777778,-1.0,13,8125,1432,12794,29,0.200980392157,0,5,24,34,0.0628729752771,585,76,30,691,2,509,21,0.095529020253,23,1498,0,253,504,19,2255,1245,0.161835521256,260,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,4928,17995,100,4768,open,open
17995,org/apache/jasper/servlet,org/apache/jasper/servlet/JspServletWrapper.java,3109,True,35,22,253,1,0,110,8,11,0.986394557823,394,130,0.329949238579,1.0,35,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9,4,STYLE,0.0544217687075,REC_CATCH_EXCEPTION,20,3,1,0.00499168053245,0.00221852468109,0.000554631170272,-1.0,0.175,0.00451171875,0.303571428571,0.377930925742,-0.65,0.0115646258503,0.0931972789116,0.377930925742,-0.777777777778,-1.0,56,13326,3109,17995,29,0.200980392157,0,5,24,34,0.0628729752771,585,76,30,691,2,509,21,0.095529020253,23,1498,0,253,504,19,2255,1245,0.161835521256,260,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,4928,17995,100,4768,open,open
7145,org/apache/jasper/servlet,org/apache/jasper/servlet/TldScanner.java,417,True,0,12,253,4,0,110,1,11,0.879356568365,253,88,0.347826086957,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,STYLE,0.00544217687075,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,13,2,1,0.00499168053245,0.000554631170272,0.000554631170272,1.0,0.125,0.00341796875,0.303571428571,0.377930925742,-0.75,0.0115646258503,0.0931972789116,0.377930925742,-0.777777777778,1.0,5,1671,307,6340,29,0.0,0,5,24,34,0.0628729752771,68,44,20,132,0,24,0,0.211780635701,0,1498,0,253,504,0,2255,1245,0.161835521256,748,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5416,17995,100,4768,close,close
