F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-ByteBuffer,F16-long[],F16-long,F16-Boolean,F16-ByteBuffer[][],F16-Token,F16-AbstractType,F16-Object,F16-NA,F16-void,F16-int,F16-boolean,F16-Double,F16-String,F16-Integer,F16-Pair,F16-Long,F16-MessageOut,F16-CommitLogSegment,F16-byte[][],F3-NA,F3-Class,F3-EncryptionOptions,F3-PrintStream,F3-SSTableReader,F3-byte[],F3-DecoratedKey,F3-boolean,F3-arg0.name().toByteBuffer(),F3-char,F3-String,F3-long,F3-InetAddress,F3-int,F3-ByteBuffer,F3-String[],F3-Thread,F3-BitSet,F3-ListenableFutureTask,F3-input,F7-^,F7-++,F7---,F7-%,F7-&,F7-*,F7-+,F7-^=,F7--,F7-/,F7--=,F7-+=,F7-NA,F7-*=,F12-long,F12-int,F12-FixedValueComparator,F12-List<ByteBuffer>,F12-NA,F12-Map<Pair MapType>,F12-TField,F12-Logger,F12-Map<AbstractType SetType>,F12-String,F12-OptionSimple,F12-double,F12-Pattern,F12-DistributionFactory,F12-List<AbstractType>,F12-TStruct,F12-List<ColumnInfo>,F12-UUID,F12-InetAddress,F12-Map<Class<? extends IScheme> SchemeFactory>,F17-abstract,F17-static,F17-final,F17-NA,F2-Class,F2-StringBuilder,F2-NA,F2-Random,F2-TreeSet<CellName>,F2-ArrayList<ReadCommand>,F2-Integer,F2-SSLFactory,F2-Math,F2-List<ByteBuffer>,F2-CqlLexer,F2-PrintStream,F2-String,F2-ByteBuffer,F2-Long,F2-System,F2-Cql_Lexer,F2-Boolean,F2-ThreadPoolExecutor,F2-File,F6-java.util.Random,F6-org.apache.cassandra.io.util.DataOutputStreamAndChannel,F6-NA,F6-org.apache.cassandra.db.BufferCell,F6-java.io.FileOutputStream,F6-org.apache.cassandra.cli.MismatchedSetException,F6-java.util.HashMap<java.lang.Class<? extends org.apache.cassandra.thrift.IScheme> org.apache.cassandra.thrift.SchemeFactory>,F6-java.io.PrintStream,F6-org.apache.cassandra.cli.RewriteRuleSubtreeStream,F6-java.io.DataInputStream,F6-org.apache.thrift.protocol.TStruct,F6-java.io.FileReader,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.cassandra.hadoop.pig.ResourceFieldSchema,F6-org.apache.cassandra.stress.settings.OptionSimple,F6-org.apache.thrift.protocol.TField,F6-java.io.BufferedReader,F6-org.apache.cassandra.db.marshal.DynamicCompositeType.FixedValueComparator,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-final-final,F14-NA,F14-final,F1-size,F1-registerQuery,F1-NA,F1-add,F1-close,F1-compare,F1-pushFollow,F1-write,F1-assertEquals,F1-get,F1-getSSTables,F1-equals,F1-compareTo,F1-predict,F1-value,F1-getLogger,F1-match,F1-count,F1-max,F1-exit,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.OutputStreamWriter,F5-org.apache.cassandra.stress.settings.SettingsCommand$Options,F5-AbstractType,F5-OpDistributionFactory,F5-java.io.FilterOutputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.util.EventObject,F5-java.lang.Number,F5-java.lang.RuntimeException,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-java.io.BufferedReader,F5-java.io.OutputStream,F5-java.text.DateFormat,F9-id,F9-dataDir,F9-displayPrefix,F9-max,F9-tries,F9-options,F9-firstInsertedKey,F9-wrapped,F9-key_cache_size,F9-delta,F9-planId,F9-keyspaceName,F9-min,F9-identityDistributions,F9-dclocal_read_repair_chance,F9-NA,F9-truncate,F9-generate,F9-delegate,F9-batchsize,F10-NA,F19-NA,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-CommonTree,F4-String[],F4-boolean,F4-InputStream,F4-ByteBuffer,F4-long,F4-SSLContext,F4-byte[],F4-File,F4-void,F4-Buffer,F4-StringBuilder,F4-int,F4-String,F4-Field,F4-BigInteger,F4-long[],F4-OutputStream,F4-byte,F8-DistributionBoundApache,F8-ColumnFamilyMetricNameFactory,F8-SettingsErrors,F8-NoSpamLogStatement,F8-StressSettings,F8-DistributionOffsetApache,F8-GeneratorConfig,F8-OptionSimple,F8-DistributionInverted,F8-SettingsTransport,F8-SamplerResult<S>,F8-DistributionQuantized,F8-NA,F8-SettingsPopulation,F8-StreamState,F8-SettingsInsert,F8-WriterThread,F8-SeedManager,F8-CfDef,F8-DataOutputStreamPlus,F11-SUPER_COLUMN_FIELD_DESC,F11-IRE_FIELD_DESC,F11-COMPRESSION_FIELD_DESC,F11-NA,F11-NAME_FIELD_DESC,F11-SUCCESS_FIELD_DESC,F11-KEY_FIELD_DESC,F11-schemes,F11-KEYSPACE_FIELD_DESC,F11-logger,F11-START_TOKEN_FIELD_DESC,F11-WHY_FIELD_DESC,F11-COLUMN_PARENT_FIELD_DESC,F11-STRUCT_DESC,F11-COLUMN_FAMILY_FIELD_DESC,F11-COLUMNS_FIELD_DESC,F11-instance,F11-QUERY_FIELD_DESC,F11-UE_FIELD_DESC,F11-ITEM_ID_FIELD_DESC,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-xedin@apache.org,F71-jmckenzie@apache.org,F71-povel.y@gmail.com,F71-sylvain@datastax.com,F71-yukim@apache.org,F71-brandonwilliams@apache.org,F71-dbrosius@mebigfatguy.com,F71-johan@apache.org,F71-benedict@apache.org,F71-jakers@gmail.com,F71-marcuse@apache.org,F71-jbellis@apache.org,F71-gdusbabek@apache.org,F71-vijay2win@gmail.com,F71-dbrosius@apache.org,F71-aleksey@apache.org,F71-jake@apache.org,F71-eevans@apache.org,F71-tyler@datastax.com,F71-slebresne@apache.org,F74,F73,F84,F146,category
7554,org/apache/cassandra/gms,org/apache/cassandra/gms/VersionedValue.java,1080,True,3,5,1102,4,8,185,1,54,0.354838709677,193,35,0.181347150259,0.666666666667,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,BAD_PRACTICE,0.00452147701583,EQ_COMPARETO_USE_OBJECT_EQUALS,16,2,1,0.000770060064685,5.13373376457e-05,5.13373376457e-05,-1.0,0.25,0.00669642857143,0.208981001727,0.231490931437,-0.5,0.00263752825923,0.0433308214017,0.231490931437,-0.866666666667,-1.0,53,9361,1752,11604,224,0.00144144144144,6,52,172,282,0.0348032301805,119,89,11,219,2,30,2,0.0637537419398,4,5558,0,2153,1875,0,9586,3405,0.0577444392236,19,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,2259,13775,19,2259,1
2570,org/apache/cassandra/hadoop,org/apache/cassandra/hadoop/AbstractBulkRecordWriter.java,58,True,0,7,883,3,0,159,1,31,0.91235059761,210,19,0.0904761904762,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,STYLE,0.0229841748304,REC_CATCH_EXCEPTION,17,2,1,0.000462036038811,5.13373376457e-05,5.13373376457e-05,-1.0,0.131147540984,0.00392923667164,0.061433447099,0.089737984519,-0.72131147541,0.00301431801055,0.0244913338357,0.089737984519,-0.777777777778,-1.0,6,1477,323,3720,290,0.356060606061,8,2196,-1906,2494,0.103383515506,190,190,0,380,188,0,0,0.229087629593,188,3799,0,4116,400,-188,8315,-317,0.145227454932,330,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2570,13775,116,2357,1
4780,org/apache/cassandra/hadoop,org/apache/cassandra/hadoop/ColumnFamilyRecordWriter.java,506,True,0,5,883,2,0,159,1,31,0.844827586207,140,72,0.514285714286,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,STYLE,0.00527505651846,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.000462036038811,5.13373376457e-05,5.13373376457e-05,-1.0,0.214285714286,0.0058057705841,0.061433447099,0.089737984519,-0.571428571429,0.00301431801055,0.0244913338357,0.089737984519,-0.777777777778,-1.0,12,3793,756,6036,290,0.0470334153405,8,2196,-1906,2494,0.103383515506,410,569,71,1050,286,-159,1,0.0795639373798,287,3799,0,4116,400,-285,8315,-317,0.145227454932,116,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,2357,13775,116,2357,1
6030,org/apache/cassandra/hadoop/cql3,org/apache/cassandra/hadoop/cql3/CqlRecordWriter.java,756,True,0,10,71,3,0,121,1,22,0.598039215686,284,82,0.288732394366,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,STYLE,0.00527505651846,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,2,0.000462036038811,0.000308024025874,0.000102674675291,-1.0,0.214285714286,0.0058057705841,0.061433447099,0.089737984519,-0.571428571429,0.00301431801055,0.0244913338357,0.089737984519,-0.333333333333,-0.333333333333,33,3787,756,6030,377,0.158067969304,8,61,316,446,0.0484104450398,371,34,1,406,8,337,25,0.0784296101655,33,2745,0,288,20,17,3053,2457,0.124424754355,90,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,2330,13775,83,2324,1
8642,org/apache/cassandra/hadoop,org/apache/cassandra/hadoop/BulkRecordWriter.java,1311,True,13,6,883,3,12,159,4,31,0.577639751553,126,18,0.142857142857,0.384615384615,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,BAD_PRACTICE,0.0135644310475,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,0.000462036038811,5.13373376457e-05,5.13373376457e-05,-1.0,0.305555555556,0.0075782627866,0.208981001727,0.231490931437,-0.361111111111,0.00263752825923,0.0433308214017,0.231490931437,-0.777777777778,-1.0,4,1477,323,3720,290,0.100877390433,8,2196,-1906,2494,0.103383515506,451,466,32,949,233,-15,108,0.128871134001,341,3799,0,4116,400,-125,8315,-317,0.145227454932,116,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2357,13775,116,2357,1
4655,org/apache/cassandra/hadoop,org/apache/cassandra/hadoop/ColumnFamilyRecordReader.java,484,True,0,14,883,6,0,159,1,31,0.673400673401,474,44,0.0928270042194,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,STYLE,0.0229841748304,REC_CATCH_EXCEPTION,20,3,2,0.000462036038811,0.000102674675291,0.000102674675291,-1.0,0.131147540984,0.00392923667164,0.061433447099,0.089737984519,-0.72131147541,0.00301431801055,0.0244913338357,0.089737984519,-0.777777777778,-1.0,119,10280,1966,12523,290,0.0669448913356,8,2196,-1906,2494,0.103383515506,635,989,219,1843,505,-354,2,0.102023565954,507,3799,0,4116,400,-503,8315,-317,0.145227454932,116,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,2357,13775,116,2357,1
4655,org/apache/cassandra/hadoop,org/apache/cassandra/hadoop/ColumnFamilyRecordReader.java,484,True,0,14,883,6,0,159,1,31,0.792929292929,474,44,0.0928270042194,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,STYLE,0.0229841748304,REC_CATCH_EXCEPTION,20,3,2,0.000462036038811,0.000102674675291,0.000102674675291,-1.0,0.131147540984,0.00392923667164,0.061433447099,0.089737984519,-0.72131147541,0.00301431801055,0.0244913338357,0.089737984519,-0.777777777778,-1.0,119,10280,1966,12523,290,0.0669448913356,8,2196,-1906,2494,0.103383515506,635,989,219,1843,505,-354,2,0.102023565954,507,3799,0,4116,400,-503,8315,-317,0.145227454932,116,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,2357,13775,116,2357,1
12523,org/apache/cassandra/hadoop,org/apache/cassandra/hadoop/ColumnFamilySplit.java,1966,True,3,11,883,1,8,159,1,31,0.603448275862,80,21,0.2625,0.666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,MALICIOUS_CODE,0.00301431801055,EI_EXPOSE_REP,18,2,1,0.000462036038811,0.000102674675291,5.13373376457e-05,-1.0,0.0,0.0,0.145833333333,0.141524205324,-1.0,0.000376789751319,0.00489826676714,0.141524205324,-0.777777777778,-1.0,19,10280,1966,12523,290,0.243243243243,8,2196,-1906,2494,0.103383515506,59,15,0,74,0,44,9,0.0721209633129,9,3799,0,4116,400,9,8315,-317,0.145227454932,250,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2499,13775,116,2357,1
12523,org/apache/cassandra/hadoop,org/apache/cassandra/hadoop/ColumnFamilySplit.java,1966,True,2,11,883,1,0,159,1,31,0.413793103448,80,21,0.2625,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,MALICIOUS_CODE,0.00791258477769,EI_EXPOSE_REP2,18,2,1,0.000462036038811,0.000102674675291,5.13373376457e-05,-1.0,0.047619047619,0.00412286126572,0.145833333333,0.141524205324,-0.904761904762,0.000376789751319,0.00489826676714,0.141524205324,-0.777777777778,-1.0,19,10280,1966,12523,290,0.243243243243,8,2196,-1906,2494,0.103383515506,59,15,0,74,0,44,9,0.0721209633129,9,3799,0,4116,400,9,8315,-317,0.145227454932,250,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2499,13775,116,2357,1
4656,org/apache/cassandra/hadoop,org/apache/cassandra/hadoop/HadoopCompat.java,484,True,0,13,883,1,0,159,1,31,0.495145631068,212,71,0.334905660377,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,MALICIOUS_CODE,0.00376789751319,DP_DO_INSIDE_DO_PRIVILEGED,20,3,2,0.000462036038811,0.000102674675291,0.000102674675291,0.0,0.0,0.0,0.145833333333,0.141524205324,-1.0,0.000376789751319,0.00489826676714,0.141524205324,-0.777777777778,0.0,4,2413,484,4656,290,0.104166666667,8,2196,-1906,2494,0.103383515506,263,8,0,271,8,255,2,0.188906819518,10,3799,0,4116,400,-6,8315,-317,0.145227454932,367,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2607,13775,116,2357,1
4656,org/apache/cassandra/hadoop,org/apache/cassandra/hadoop/HadoopCompat.java,484,True,0,13,883,1,0,159,1,31,0.430420711974,212,71,0.334905660377,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,STYLE,0.0229841748304,REC_CATCH_EXCEPTION,20,3,2,0.000462036038811,0.000102674675291,0.000102674675291,0.0,0.131147540984,0.00392923667164,0.061433447099,0.089737984519,-0.72131147541,0.00301431801055,0.0244913338357,0.089737984519,-0.777777777778,0.0,4,2413,484,4656,290,0.104166666667,8,2196,-1906,2494,0.103383515506,263,8,0,271,8,255,2,0.188906819518,10,3799,0,4116,400,-6,8315,-317,0.145227454932,367,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2607,13775,116,2357,0
3716,org/apache/cassandra/hadoop/cql3,org/apache/cassandra/hadoop/cql3/CqlConfigHelper.java,323,True,16,63,71,1,0,121,4,22,0.939443535188,474,45,0.0949367088608,1.0,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,STYLE,0.0229841748304,REC_CATCH_EXCEPTION,20,3,1,0.000462036038811,5.13373376457e-05,5.13373376457e-05,-1.0,0.131147540984,0.00392923667164,0.061433447099,0.089737984519,-0.72131147541,0.00301431801055,0.0244913338357,0.089737984519,-0.333333333333,-1.0,30,2308,468,4551,377,0.0606797179521,8,61,316,446,0.0484104450398,981,113,14,1108,15,868,21,0.205728912347,42,2745,6,288,20,6,3053,2457,0.124424754355,138,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,2379,13775,83,2324,1
