F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-ByteBuffer,F16-long[],F16-long,F16-ByteBuffer[][],F16-Token,F16-Boolean,F16-Object,F16-NA,F16-void,F16-int,F16-boolean,F16-Double,F16-String,F16-Integer,F16-Pair,F16-Long,F16-MessageOut,F16-File,F16-CommitLogSegment,F16-byte[][],F3-NA,F3-CFMetaData,F3-Class,F3-EncryptionOptions,F3-Composites.EMPTY,F3-SSTableReader,F3-byte[],F3-DecoratedKey,F3-type.toString().toLowerCase(),F3-boolean,F3-e.getKey().toLowerCase(),F3-arg0.name().toByteBuffer(),F3-char,F3-String,F3-long,F3-InetAddress,F3-int,F3-ByteBuffer,F3-BitSet,F3-input,F7-^,F7-++,F7---,F7-%,F7-&,F7-*,F7-+,F7-^=,F7--,F7--=,F7-+=,F7-NA,F7-*=,F12-long,F12-int,F12-FixedValueComparator,F12-List<ByteBuffer>,F12-NA,F12-TField,F12-Logger,F12-String,F12-OptionSimple,F12-TimeUUIDType,F12-double,F12-Histogram,F12-Pattern,F12-DistributionFactory,F12-List<AbstractType>,F12-TStruct,F12-List<ColumnInfo>,F12-UUID,F12-ColumnToCollectionType,F12-Map<Class<? extends IScheme> SchemeFactory>,F17-static,F17-final,F17-NA,F2-Class,F2-NA,F2-Random,F2-TreeSet<CellName>,F2-ArrayList<ReadCommand>,F2-Integer,F2-SSLFactory,F2-Math,F2-StandardTokenizerImpl,F2-CqlLexer,F2-PrintStream,F2-String,F2-ByteBuffer,F2-System,F2-Cql_Lexer,F2-Boolean,F2-SocketFactory,F2-OrderPreservingPartitioner,F2-ThreadPoolExecutor,F2-File,F6-java.util.Random,F6-org.apache.cassandra.io.util.DataOutputStreamAndChannel,F6-java.io.RandomAccessFile,F6-NA,F6-org.apache.cassandra.db.marshal.LexicalUUIDType,F6-org.apache.cassandra.db.BufferCell,F6-java.io.FileOutputStream,F6-org.apache.cassandra.db.marshal.InetAddressType,F6-java.util.HashMap<java.lang.Class<? extends org.apache.cassandra.thrift.IScheme> org.apache.cassandra.thrift.SchemeFactory>,F6-java.util.zip.Inflater,F6-java.io.DataInputStream,F6-org.apache.thrift.protocol.TStruct,F6-org.apache.cassandra.db.marshal.LongType,F6-java.io.FileReader,F6-java.io.File,F6-java.lang.String,F6-org.apache.cassandra.hadoop.pig.ResourceFieldSchema,F6-org.apache.cassandra.stress.settings.OptionSimple,F6-org.apache.thrift.protocol.TField,F6-org.apache.cassandra.db.marshal.DynamicCompositeType.FixedValueComparator,F13-private,F13-NA,F13-public,F13-protected,F18-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-final-final,F14-NA,F14-final,F1-size,F1-registerQuery,F1-NA,F1-add,F1-getDeclaredField,F1-pushFollow,F1-assertEquals,F1-string,F1-get,F1-getSSTables,F1-compareTo,F1-predict,F1-value,F1-getLogger,F1-put,F1-match,F1-count,F1-createTempFile,F1-max,F1-exit,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.OutputStreamWriter,F5-AbstractType,F5-OpDistributionFactory,F5-java.io.FilterOutputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.util.EventObject,F5-java.lang.Number,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.io.Reader,F5-org.apache.cassandra.db.commitlog.CommitLogReplayer$ReplayFilter,F5-java.lang.AbstractStringBuilder,F5-java.io.BufferedReader,F5-java.io.OutputStream,F5-java.text.DateFormat,F9-description,F9-bloom_filter_fp_chance,F9-displayPrefix,F9-max,F9-tries,F9-visits,F9-string,F9-key_cache_size,F9-delta,F9-distribution,F9-keyspaceName,F9-insert,F9-min,F9-dclocal_read_repair_chance,F9-mem,F9-NA,F9-userTypes,F9-out,F9-delegate,F9-batchsize,F10-NA,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-ByteBuffer,F4-long,F4-SSLContext,F4-Socket,F4-Prepared,F4-byte[],F4-CachingOptions,F4-File,F4-void,F4-StringBuilder,F4-T,F4-int,F4-String,F4-Field,F4-BigInteger,F4-OutputStream,F4-byte,F8-DistributionBoundApache,F8-ColumnFamilyMetricNameFactory,F8-FunctionName,F8-SettingsErrors,F8-StreamException,F8-StressSettings,F8-DistributionOffsetApache,F8-GeneratorConfig,F8-OptionSimple,F8-DistributionInverted,F8-SettingsTransport,F8-DistributionQuantized,F8-KeyspaceMetricNameFactory,F8-NA,F8-SettingsPopulation,F8-UTMetaData,F8-StreamState,F8-SettingsInsert,F8-CfDef,F8-DataOutputStreamPlus,F11-SUPER_COLUMN_FIELD_DESC,F11-IRE_FIELD_DESC,F11-COMPRESSION_FIELD_DESC,F11-NA,F11-NAME_FIELD_DESC,F11-SUCCESS_FIELD_DESC,F11-KEY_FIELD_DESC,F11-schemes,F11-KEYSPACE_FIELD_DESC,F11-logger,F11-START_TOKEN_FIELD_DESC,F11-WHY_FIELD_DESC,F11-COLUMN_PARENT_FIELD_DESC,F11-STRUCT_DESC,F11-COLUMN_FAMILY_FIELD_DESC,F11-COLUMNS_FIELD_DESC,F11-instance,F11-QUERY_FIELD_DESC,F11-UE_FIELD_DESC,F11-ITEM_ID_FIELD_DESC,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-xedin@apache.org,F71-povel.y@gmail.com,F71-sylvain@datastax.com,F71-yukim@apache.org,F71-brandonwilliams@apache.org,F71-dbrosius@mebigfatguy.com,F71-johan@apache.org,F71-jakers@gmail.com,F71-benedict@apache.org,F71-marcuse@apache.org,F71-marcuse@spotify.com,F71-jbellis@apache.org,F71-gdusbabek@apache.org,F71-vijay2win@gmail.com,F71-dbrosius@apache.org,F71-aleksey@apache.org,F71-jake@apache.org,F71-eevans@apache.org,F71-tyler@datastax.com,F71-slebresne@apache.org,F74,F73,F84,F146,category
6660,org/apache/cassandra/service,org/apache/cassandra/service/CassandraDaemon.java,607,True,27,10,2096,6,12,945,3,187,0.823931623932,415,110,0.265060240964,0.925925925926,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,7,BAD_PRACTICE,0.0187119234117,DM_EXIT,16,2,2,0.00312239800167,0.000364279766861,0.000104079933389,1.0,0.395348837209,0.00853743336166,0.449458483755,0.392275122396,-0.139534883721,0.00435161009574,0.106179286336,0.392275122396,-0.2,0.714285714286,120,10190,2009,13673,402,0.0905792532188,134,384,18,920,0.0329081116087,803,327,24,1154,9,476,8,0.117119546848,17,15900,0,10526,3546,-1,29972,5374,0.0574187383972,161,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,3640,13775,1,3483,close
6660,org/apache/cassandra/service,org/apache/cassandra/service/CassandraDaemon.java,607,True,775,10,2096,6,16,945,201,187,0.397264957265,415,110,0.265060240964,0.073431085044,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,7,BAD_PRACTICE,0.0187119234117,DM_EXIT,16,2,2,0.00312239800167,0.000364279766861,0.000104079933389,1.0,0.395348837209,0.00853743336166,0.449458483755,0.392275122396,-0.139534883721,0.00435161009574,0.106179286336,0.392275122396,-0.2,0.714285714286,120,10190,2009,13673,402,0.0905792532188,134,384,18,920,0.0329081116087,803,327,24,1154,9,476,8,0.117119546848,17,15900,0,10526,3546,-1,29972,5374,0.0574187383972,161,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,3640,13775,1,3483,close
6660,org/apache/cassandra/service,org/apache/cassandra/service/CassandraDaemon.java,607,True,27,10,2096,6,0,945,3,187,0.774358974359,415,110,0.265060240964,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,7,STYLE,0.02045256745,REC_CATCH_EXCEPTION,20,3,2,0.00312239800167,0.000364279766861,0.000104079933389,1.0,0.340425531915,0.00774262031501,0.203549060543,0.775948165323,-0.276595744681,0.00913838120104,0.0765883376849,0.775948165323,-0.2,0.714285714286,120,10190,2009,13673,402,0.0905792532188,134,384,18,920,0.0329081116087,803,327,24,1154,9,476,8,0.117119546848,17,15900,0,10526,3546,-1,29972,5374,0.0574187383972,161,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,3640,13775,1,3483,close
6660,org/apache/cassandra/service,org/apache/cassandra/service/CassandraDaemon.java,607,True,155,10,2096,6,0,945,41,187,0.425641025641,415,110,0.265060240964,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,7,PERFORMANCE,0.00304612706701,WMI_WRONG_MAP_ITERATOR,18,2,2,0.00312239800167,0.000364279766861,0.000104079933389,1.0,0.571428571429,0.0174927113703,0.555314533623,0.185121671597,0.142857142857,0.0156657963446,0.104003481288,0.185121671597,-0.2,0.714285714286,28,1497,266,4980,402,0.0905792532188,134,384,18,920,0.0329081116087,803,327,24,1154,9,476,8,0.117119546848,17,15900,0,10526,3546,-1,29972,5374,0.0574187383972,161,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,3640,13775,1,3483,close
6660,org/apache/cassandra/service,org/apache/cassandra/service/CassandraDaemon.java,607,True,0,10,2096,6,0,945,1,187,0.138461538462,415,110,0.265060240964,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,7,BAD_PRACTICE,0.0187119234117,DM_EXIT,16,2,1,0.00312239800167,0.000364279766861,5.20399666944e-05,1.0,0.395348837209,0.00853743336166,0.449458483755,0.392275122396,-0.139534883721,0.00435161009574,0.106179286336,0.392275122396,-0.2,0.714285714286,110,9954,1939,13437,402,0.0905792532188,134,384,18,920,0.0329081116087,803,327,24,1154,9,476,8,0.117119546848,17,15900,0,10526,3546,-1,29972,5374,0.0574187383972,161,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,3640,13775,1,3483,close
6660,org/apache/cassandra/service,org/apache/cassandra/service/CassandraDaemon.java,607,True,0,10,2096,6,17,945,1,187,0.278632478632,415,110,0.265060240964,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,7,PERFORMANCE,0.09181897302,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.00312239800167,0.000364279766861,0.0,0.0,0.658767772512,0.0160566281723,0.555314533623,0.185121671597,0.440758293839,0.0156657963446,0.104003481288,0.185121671597,-0.2,0.714285714286,120,10190,2009,13673,402,0.0905792532188,134,384,18,920,0.0329081116087,803,327,24,1154,9,476,8,0.117119546848,17,15900,0,10526,3546,-1,29972,5374,0.0574187383972,161,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,3640,13775,1,3483,open
6660,org/apache/cassandra/service,org/apache/cassandra/service/CassandraDaemon.java,607,True,0,10,2096,6,17,945,1,187,0.545299145299,415,110,0.265060240964,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,7,PERFORMANCE,0.09181897302,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.00312239800167,0.000364279766861,0.0,0.0,0.658767772512,0.0160566281723,0.555314533623,0.185121671597,0.440758293839,0.0156657963446,0.104003481288,0.185121671597,-0.2,0.714285714286,120,10190,2009,13673,402,0.0905792532188,134,384,18,920,0.0329081116087,803,327,24,1154,9,476,8,0.117119546848,17,15900,0,10526,3546,-1,29972,5374,0.0574187383972,161,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,3640,13775,1,3483,close
5475,org/apache/cassandra/service,org/apache/cassandra/service/ClientState.java,371,True,6,23,2096,1,0,945,4,187,0.811846689895,205,44,0.214634146341,1.0,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,I18N,0.0261096605744,DM_CONVERT_CASE,20,3,1,0.00312239800167,0.000104079933389,5.20399666944e-05,1.0,0.366666666667,0.116111111111,0.5,0.00349166683194,-0.266666666667,0.00391644908616,0.0317667536989,0.00349166683194,-0.2,1.0,13,1948,364,5431,402,0.0977980140968,134,384,18,920,0.0329081116087,606,192,25,823,10,414,7,0.100680246308,17,15900,0,10526,3546,-3,29972,5374,0.0574187383972,19,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,3501,13775,1,3483,close
6382,org/apache/cassandra/service,org/apache/cassandra/service/EchoVerbHandler.java,544,True,5,1,2096,1,8,945,1,187,0.904761904762,18,20,1.11111111111,0.4,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,BAD_PRACTICE,0.00130548302872,ISC_INSTANTIATE_STATIC_CLASS,19,3,1,0.00312239800167,5.20399666944e-05,5.20399666944e-05,1.0,1.0,0.0,0.449458483755,0.392275122396,1.0,0.00435161009574,0.106179286336,0.392275122396,-0.2,1.0,3,2899,544,6382,402,0.0,134,384,18,920,0.0329081116087,19,8,0,27,0,11,0,0.0765880461002,0,15900,0,10526,3546,0,29972,5374,0.0574187383972,2538,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6021,13775,1,3483,close
5525,org/apache/cassandra/service,org/apache/cassandra/service/FileCacheService.java,378,True,0,6,2096,5,4,945,1,187,0.227513227513,148,19,0.128378378378,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,MALICIOUS_CODE,0.0100087032202,MS_SHOULD_BE_FINAL,16,1,0,0.00312239800167,0.000104079933389,0.0,0.0,0.347826086957,0.0206221000172,0.303797468354,0.31604098266,-0.304347826087,0.000870322019147,0.00957354221062,0.31604098266,-0.2,1.0,6,2043,378,5526,402,0.0,134,384,18,920,0.0329081116087,89,139,16,244,0,-50,0,0.160451756549,0,15900,0,10526,3546,0,29972,5374,0.0574187383972,521,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,4003,13775,1,3483,close
5525,org/apache/cassandra/service,org/apache/cassandra/service/FileCacheService.java,378,True,0,6,2096,5,16,945,1,187,0.455026455026,148,19,0.128378378378,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,PERFORMANCE,0.09181897302,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.00312239800167,0.000104079933389,0.0,0.0,0.658767772512,0.0160566281723,0.555314533623,0.185121671597,0.440758293839,0.0156657963446,0.104003481288,0.185121671597,-0.2,1.0,6,2043,378,5526,402,0.0,134,384,18,920,0.0329081116087,89,139,16,244,0,-50,0,0.160451756549,0,15900,0,10526,3546,0,29972,5374,0.0574187383972,521,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,4003,13775,1,3483,close
6512,org/apache/cassandra/service,org/apache/cassandra/service/GCInspector.java,568,True,0,5,2096,3,12,945,1,187,0.686046511628,131,19,0.145038167939,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4,PERFORMANCE,0.0239338555265,URF_UNREAD_FIELD,20,3,0,0.00312239800167,0.000208159866778,0.0,0.0,0.163636363636,0.00977567886659,0.555314533623,0.185121671597,-0.672727272727,0.0156657963446,0.104003481288,0.185121671597,-0.2,0.5,1,344,60,3827,402,0.433709191566,134,384,18,920,0.0329081116087,269,302,52,623,6,-33,87,0.167433372146,135,15900,42,10526,3546,81,29972,5374,0.0574187383972,72,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3554,13775,1,3483,close
