F72,F54,Name,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-ByteBuffer,F16-long,F16-Boolean,F16-ByteBuffer[][],F16-Token,F16-AbstractType,F16-Object,F16-NA,F16-void,F16-int,F16-boolean,F16-Double,F16-String,F16-Integer,F16-Pair,F16-Long,F16-MessageOut,F16-File,F16-CommitLogSegment,F16-byte[][],F3-NA,F3-Class,F3-EncryptionOptions,F3-Composites.EMPTY,F3-PrintStream,F3-SSTableReader,F3-byte[],F3-DecoratedKey,F3-boolean,F3-arg0.name().toByteBuffer(),F3-char,F3-String,F3-long,F3-InetAddress,F3-int,F3-ByteBuffer,F3-String[],F3-Thread,F3-BitSet,F3-input,F7-^,F7---,F7-++,F7-%,F7-&,F7-*,F7-+,F7-^=,F7--,F7--=,F7-+=,F7-NA,F7-*=,F12-long,F12-int,F12-FixedValueComparator,F12-List<ByteBuffer>,F12-NA,F12-Map<Pair MapType>,F12-TField,F12-Logger,F12-Map<AbstractType SetType>,F12-String,F12-OptionSimple,F12-double,F12-Pattern,F12-DistributionFactory,F12-List<AbstractType>,F12-TStruct,F12-List<ColumnInfo>,F12-UUID,F12-InetAddress,F12-Map<Class<? extends IScheme> SchemeFactory>,F17-static,F17-final,F17-NA,F2-Class,F2-Process,F2-NA,F2-Random,F2-TreeSet<CellName>,F2-ArrayList<ReadCommand>,F2-Integer,F2-SSLFactory,F2-Math,F2-List<ByteBuffer>,F2-StandardTokenizerImpl,F2-CqlLexer,F2-PrintStream,F2-String,F2-ByteBuffer,F2-System,F2-Cql_Lexer,F2-Boolean,F2-ThreadPoolExecutor,F2-File,F6-java.util.Random,F6-org.apache.cassandra.io.util.DataOutputStreamAndChannel,F6-NA,F6-org.apache.cassandra.db.BufferCell,F6-java.io.FileOutputStream,F6-org.apache.cassandra.cli.MismatchedSetException,F6-org.apache.cassandra.db.marshal.InetAddressType,F6-java.util.HashMap<java.lang.Class<? extends org.apache.cassandra.thrift.IScheme> org.apache.cassandra.thrift.SchemeFactory>,F6-java.io.PrintStream,F6-java.lang.IllegalStateException,F6-org.apache.cassandra.cli.RewriteRuleSubtreeStream,F6-java.io.DataInputStream,F6-org.apache.thrift.protocol.TStruct,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.cassandra.stress.settings.OptionSimple,F6-org.apache.thrift.protocol.TField,F6-java.io.BufferedReader,F6-org.apache.cassandra.db.marshal.DynamicCompositeType.FixedValueComparator,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-final-final,F14-NA,F14-final,F1-size,F1-registerQuery,F1-NA,F1-add,F1-close,F1-pushFollow,F1-assertEquals,F1-write,F1-get,F1-getSSTables,F1-equals,F1-compareTo,F1-predict,F1-value,F1-getLogger,F1-match,F1-createTempFile,F1-count,F1-max,F1-exit,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.OutputStreamWriter,F5-AbstractType,F5-OpDistributionFactory,F5-java.io.FilterOutputStream,F5-java.io.FilterInputStream,F5-java.util.EventObject,F5-java.lang.Number,F5-java.lang.RuntimeException,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-org.apache.cassandra.db.commitlog.CommitLogReplayer$ReplayFilter,F5-java.io.BufferedReader,F5-java.io.OutputStream,F9-dataDir,F9-description,F9-bloom_filter_fp_chance,F9-displayPrefix,F9-max,F9-tries,F9-visits,F9-string,F9-key_cache_size,F9-delta,F9-distribution,F9-keyspaceName,F9-insert,F9-min,F9-dclocal_read_repair_chance,F9-NA,F9-userTypes,F9-out,F9-delegate,F9-batchsize,F10-NA,F10-true,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-CommonTree,F4-String[],F4-boolean,F4-InputStream,F4-ByteBuffer,F4-long,F4-SSLContext,F4-Raw,F4-byte[],F4-File,F4-void,F4-StringBuilder,F4-int,F4-String,F4-Field,F4-BigInteger,F4-long[],F4-OutputStream,F4-byte,F8-DistributionBoundApache,F8-ColumnFamilyMetricNameFactory,F8-SettingsErrors,F8-StressSettings,F8-DistributionOffsetApache,F8-GeneratorConfig,F8-OptionSimple,F8-DistributionInverted,F8-SettingsTransport,F8-DistributionQuantized,F8-KeyspaceMetricNameFactory,F8-NA,F8-SettingsPopulation,F8-UTMetaData,F8-StreamState,F8-SettingsInsert,F8-WriterThread,F8-SeedManager,F8-CfDef,F8-DataOutputStreamPlus,F11-SUPER_COLUMN_FIELD_DESC,F11-IRE_FIELD_DESC,F11-COMPRESSION_FIELD_DESC,F11-NA,F11-NAME_FIELD_DESC,F11-SUCCESS_FIELD_DESC,F11-KEY_FIELD_DESC,F11-schemes,F11-KEYSPACE_FIELD_DESC,F11-logger,F11-START_TOKEN_FIELD_DESC,F11-WHY_FIELD_DESC,F11-COLUMN_PARENT_FIELD_DESC,F11-STRUCT_DESC,F11-COLUMN_FAMILY_FIELD_DESC,F11-COLUMNS_FIELD_DESC,F11-instance,F11-QUERY_FIELD_DESC,F11-UE_FIELD_DESC,F11-ITEM_ID_FIELD_DESC,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-xedin@apache.org,F71-jmckenzie@apache.org,F71-povel.y@gmail.com,F71-sylvain@datastax.com,F71-yukim@apache.org,F71-brandonwilliams@apache.org,F71-dbrosius@mebigfatguy.com,F71-johan@apache.org,F71-benedict@apache.org,F71-jakers@gmail.com,F71-marcuse@apache.org,F71-jbellis@apache.org,F71-gdusbabek@apache.org,F71-vijay2win@gmail.com,F71-dbrosius@apache.org,F71-aleksey@apache.org,F71-jake@apache.org,F71-eevans@apache.org,F71-tyler@datastax.com,F71-slebresne@apache.org,F74,F73,F84,F146,category
3342,org/apache/cassandra/io/sstable,org/apache/cassandra/io/sstable/SSTableRewriterTest.java,58,True,17,23,2217,6,0,499,5,142,0.94422310757,675,23,0.0340740740741,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,9,STYLE,0.00696324951644,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,13,2,1,0.00410593307329,0.000461917470745,5.13241634161e-05,-1.0,0.277777777778,0.00691783737761,0.166089965398,0.765813119486,-0.333333333333,0.00773694390716,0.0676982591876,0.765813119486,-0.25,-0.333333333333,5,95,36,3245,1203,0.337581368965,185,2878,-1675,4266,0.0590624404437,523,48,78,649,48,475,523,0.337581368965,649,10024,78,6839,1074,475,17937,3185,0.0763113998106,15,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3166,13775,7,3156,1
3342,org/apache/cassandra/io/sstable,org/apache/cassandra/io/sstable/SSTableRewriterTest.java,58,True,44,23,2217,6,16,499,7,142,0.802124833997,675,23,0.0340740740741,0.886363636364,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,9,BAD_PRACTICE,0.0112185686654,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,2,0.00410593307329,0.000461917470745,0.000102648326832,0.0,0.448275862069,0.00916017087242,0.404634581105,0.330751671836,-0.0689655172414,0.00425531914894,0.0847195357834,0.330751671836,-0.25,-0.333333333333,4,58,22,3208,1203,0.337581368965,185,2878,-1675,4266,0.0590624404437,523,48,78,649,48,475,523,0.337581368965,649,10024,78,6839,1074,475,17937,3185,0.0763113998106,15,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3166,13775,7,3156,0
3342,org/apache/cassandra/io/sstable,org/apache/cassandra/io/sstable/SSTableRewriterTest.java,58,True,15,23,2217,6,12,499,2,142,0.699867197875,675,23,0.0340740740741,0.866666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,9,BAD_PRACTICE,0.0112185686654,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,2,0.00410593307329,0.000461917470745,0.000102648326832,0.0,0.448275862069,0.00916017087242,0.404634581105,0.330751671836,-0.0689655172414,0.00425531914894,0.0847195357834,0.330751671836,-0.25,-0.333333333333,4,58,22,3208,1203,0.337581368965,185,2878,-1675,4266,0.0590624404437,523,48,78,649,48,475,523,0.337581368965,649,10024,78,6839,1074,475,17937,3185,0.0763113998106,15,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3166,13775,7,3156,0
3342,org/apache/cassandra/io/sstable,org/apache/cassandra/io/sstable/SSTableRewriterTest.java,58,True,0,23,2217,6,6,499,1,142,0.439575033201,675,23,0.0340740740741,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,9,PERFORMANCE,0.0874274661509,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.00410593307329,0.000461917470745,0.0,0.0,0.632743362832,0.017875323048,0.519269776876,0.194770274263,0.384955752212,0.0116054158607,0.094003868472,0.194770274263,-0.25,-0.333333333333,8,192,58,3342,1203,0.337581368965,185,2878,-1675,4266,0.0590624404437,523,48,78,649,48,475,523,0.337581368965,649,10024,78,6839,1074,475,17937,3185,0.0763113998106,15,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3166,13775,7,3156,0
3342,org/apache/cassandra/io/sstable,org/apache/cassandra/io/sstable/SSTableRewriterTest.java,58,True,0,23,2217,6,13,499,1,142,0.487383798141,675,23,0.0340740740741,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,9,PERFORMANCE,0.0874274661509,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.00410593307329,0.000461917470745,0.0,0.0,0.632743362832,0.017875323048,0.519269776876,0.194770274263,0.384955752212,0.0116054158607,0.094003868472,0.194770274263,-0.25,-0.333333333333,8,192,58,3342,1203,0.337581368965,185,2878,-1675,4266,0.0590624404437,523,48,78,649,48,475,523,0.337581368965,649,10024,78,6839,1074,475,17937,3185,0.0763113998106,15,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3166,13775,7,3156,1
3183,org/apache/cassandra/io/sstable,org/apache/cassandra/io/sstable/SSTableScanner.java,15,True,4,14,2217,4,0,499,2,142,0.974285714286,260,40,0.153846153846,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,BAD_PRACTICE,0.00386847195358,IT_NO_SUCH_ELEMENT,16,2,1,0.00410593307329,5.13241634161e-05,5.13241634161e-05,-1.0,0.5,0.00925925925926,0.404634581105,0.330751671836,0.0,0.00425531914894,0.0847195357834,0.330751671836,-0.25,-1.0,51,8888,1657,12038,1203,0.0658893800406,185,2878,-1675,4266,0.0590624404437,250,448,6,704,234,-198,47,0.0278766559752,281,10024,0,6839,1074,-187,17937,3185,0.0763113998106,36,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,3183,13775,7,3156,1
5683,org/apache/cassandra/io/sstable,org/apache/cassandra/io/sstable/SSTableScannerTest.java,505,True,2,11,2217,1,0,499,1,142,0.474522292994,220,42,0.190909090909,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,5,I18N,0.0394584139265,DM_DEFAULT_ENCODING,19,1,1,0.00410593307329,0.000256620817081,5.13241634161e-05,1.0,0.529411764706,0.124567474048,0.377049180328,0.00857516425007,0.137254901961,0.0027079303675,0.0251450676983,0.00857516425007,-0.25,1.0,5,1217,247,4367,1203,0.00930872450356,185,2878,-1675,4266,0.0590624404437,27,20,0,47,13,7,13,0.0152486457461,26,10024,0,6839,1074,0,17937,3185,0.0763113998106,36,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3183,13775,7,3156,0
5683,org/apache/cassandra/io/sstable,org/apache/cassandra/io/sstable/SSTableScannerTest.java,505,True,5,11,2217,1,0,499,2,142,0.261146496815,220,42,0.190909090909,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,5,I18N,0.0394584139265,DM_DEFAULT_ENCODING,19,1,1,0.00410593307329,0.000256620817081,5.13241634161e-05,1.0,0.529411764706,0.124567474048,0.377049180328,0.00857516425007,0.137254901961,0.0027079303675,0.0251450676983,0.00857516425007,-0.25,1.0,5,1217,247,4367,1203,0.00930872450356,185,2878,-1675,4266,0.0590624404437,27,20,0,47,13,7,13,0.0152486457461,26,10024,0,6839,1074,0,17937,3185,0.0763113998106,36,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3183,13775,7,3156,0
5683,org/apache/cassandra/io/sstable,org/apache/cassandra/io/sstable/SSTableScannerTest.java,505,True,6,11,2217,1,0,499,1,142,0.160828025478,220,42,0.190909090909,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,5,I18N,0.0394584139265,DM_DEFAULT_ENCODING,19,1,1,0.00410593307329,0.000256620817081,5.13241634161e-05,1.0,0.529411764706,0.124567474048,0.377049180328,0.00857516425007,0.137254901961,0.0027079303675,0.0251450676983,0.00857516425007,-0.25,1.0,11,2533,505,5683,1203,0.00930872450356,185,2878,-1675,4266,0.0590624404437,27,20,0,47,13,7,13,0.0152486457461,26,10024,0,6839,1074,0,17937,3185,0.0763113998106,36,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,3183,13775,7,3156,0
5683,org/apache/cassandra/io/sstable,org/apache/cassandra/io/sstable/SSTableScannerTest.java,505,True,6,11,2217,1,0,499,1,142,0.183121019108,220,42,0.190909090909,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,5,I18N,0.0394584139265,DM_DEFAULT_ENCODING,19,1,1,0.00410593307329,0.000256620817081,5.13241634161e-05,1.0,0.529411764706,0.124567474048,0.377049180328,0.00857516425007,0.137254901961,0.0027079303675,0.0251450676983,0.00857516425007,-0.25,1.0,11,2533,505,5683,1203,0.00930872450356,185,2878,-1675,4266,0.0590624404437,27,20,0,47,13,7,13,0.0152486457461,26,10024,0,6839,1074,0,17937,3185,0.0763113998106,36,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,3183,13775,7,3156,0
5683,org/apache/cassandra/io/sstable,org/apache/cassandra/io/sstable/SSTableScannerTest.java,505,True,24,11,2217,1,0,499,4,142,0.356687898089,220,42,0.190909090909,1.0,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,5,I18N,0.0394584139265,DM_DEFAULT_ENCODING,19,1,1,0.00410593307329,0.000256620817081,5.13241634161e-05,1.0,0.529411764706,0.124567474048,0.377049180328,0.00857516425007,0.137254901961,0.0027079303675,0.0251450676983,0.00857516425007,-0.25,1.0,5,1217,247,4367,1203,0.00930872450356,185,2878,-1675,4266,0.0590624404437,27,20,0,47,13,7,13,0.0152486457461,26,10024,0,6839,1074,0,17937,3185,0.0763113998106,36,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3183,13775,7,3156,0
5056,org/apache/cassandra/io/sstable,org/apache/cassandra/io/sstable/SSTableSimpleUnsortedWriter.java,379,True,5,11,2217,5,8,499,1,142,0.438596491228,154,47,0.305194805195,0.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2,MT_CORRECTNESS,0.00154738878143,SC_START_IN_CTOR,12,1,1,0.00410593307329,0.000102648326832,5.13241634161e-05,-1.0,0.75,0.0170454545455,0.269230769231,0.255923029961,0.5,0.000386847195358,0.0027079303675,0.255923029961,-0.25,0.0,22,5388,1108,8538,1203,0.0854609929078,185,2878,-1675,4266,0.0590624404437,99,31,3,133,2,68,3,0.064147247782,5,10024,0,6839,1074,1,17937,3185,0.0763113998106,89,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,3238,13775,7,3156,1
